,1999_customer_service_interruptions_data.csv,1999_transmission_line_interruptions_data.csv,2000_customer_service_interruptions_data.csv,2000_transmission_line_interruptions_data.csv,2001_customer_service_interruptions_data.csv,2001_transmission_line_interruptions_data.csv,2002_customer_service_interruptions_data.csv,2002_transmission_line_interruptions_data.csv,2003_customer_service_interruptions_data.csv,2003_transmission_line_interruptions_data.csv,2004_customer_service_interruptions_data.csv,2004_transmission_line_interruptions_data.csv,2005_customer_service_interruptions_data.csv,2005_transmission_line_interruptions_data.csv,2006_customer_service_interruptions_data.csv,2006_transmission_line_interruptions_data.csv,2007_customer_service_interruptions_data.csv,2007_transmission_line_interruptions_data.csv,2008_customer_service_interruptions_data.csv,2008_transmission_line_interruptions_data.csv,2009_customer_service_interruptions_data.csv,2009_transmission_line_interruptions_data.csv,2010_customer_service_interruptions_data.csv,2010_transmission_line_interruptions_data.csv,2011_customer_service_interruptions_data.csv,2011_transmission_line_interruptions_data.csv,2012_customer_service_interruptions_data.csv,2012_transmission_line_interruptions_data.csv,2013_customer_service_interruptions_data.csv,2013_transformer_interruptions_(low-side_voltage_geq_200_kv)_data.csv,2013_transmission_line_interruptions_data.csv,2014_customer_service_interruptions_data.csv,2014_transformer_interruptions_(low-side_voltage_geq_200_kv)_data.csv,2014_transmission_line_interruptions_data.csv,2015_customer_service_interruptions_data.csv,2015_transformer_interruptions_(low-side_voltage_geq_100kv)_data.csv,2015_transmission_line_interruptions_data.csv,2016_customer_service_interruptions_data.csv,2016_transformer_interruptions_(bulk_electric_system_only)_data.csv,2016_transmission_line_interruptions_data.csv,2017_customer_service_interruptions_data.csv,2017_transformer_interruptions_(bulk_electric_system_only)_data.csv,2017_transmission_line_interruptions_data.csv,2018_customer_service_interruptions_data.csv,2018_transformer_interruptions_(bulk_electric_system_only)_data.csv,2018_transmission_line_interruptions_data.csv,2019_customer_service_interruptions_data.csv,2019_transformer_interruptions_(bulk_electric_system_only)_data.csv,2019_transmission_line_interruptions_data.csv,2020_customer_service_interruptions_data.csv,2020_transformer_interruptions_(bulk_electric_system_only)_data.csv,2020_transmission_line_interruptions_data.csv,2021_customer_service_interruptions_data.csv,2021_transformer_interruptions_(bulk_electric_system_only)_data.csv,2021_transmission_line_interruptions_data.csv,2022_customer_service_interruptions_data.csv,2022_transformer_interruptions_(bulk_electric_system_only)_data.csv,2022_transmission_line_interruptions_data.csv,2023_customer_service_interruptions_data.csv,2023_transformer_interruptions_(bulk_electric_system_only)_data.csv,2023_transmission_line_interruptions_data.csv
0,1780,6742,1587,6530,1570,7252,1515,6754,1502,6443,1737,6896,1420,6182,2094,7843,1506,6324,1379,5772,1490,6383,1480,5507,1228,4712,1615,5384,1480,279,5742,1321,336,5389,1466,448,5474,1239,439,4719,1588,398,5114,1282,343,4602,1401,336,5002,1375,247,4788,1441,329,4974,739,24,1696,683,39,1667
