,Out Datetime,In Datetime,Name,Voltage(kV),LineType,GenFlag,Length(miles),Duration(minutes),OutageType,Dispatcher Cause,Field Cause,District,OutageID
0,01/01/1988 11:00, ,Ashe-Marion No 2 500kV line,500.0,L,T,224.01,still out,Plan,Normally Out,,TRI TDA RED SAL,107973
1,01/01/1988 11:00, ,Slatt tap to Ashe-Marion No 2 500kV line,500.0,T, ,0.10,still out,Plan,Normally Out,,TRI,107973
2,01/20/1995 10:31, ,Satsop-Grays Harbor Public Development Authority No 1 230kV line,230.0,L, ,0.10,still out,Plan,Normally Out,,OLY,37162
3,04/03/1995 10:00, ,Bell-AVA Beacon No 2 115kV line,115.0,L, ,6.20,still out,Plan,Normally Out,,SPK,170232
4,06/13/1996 10:20, ,Alvey-Fairview No 1 230kV line,230.0,L,T,97.46,still out,Plan,Normally Out,,EUG,47311
5,06/13/1996 10:20, ,Reston tap to Alvey-Fairview No 1 230kV line,230.0,T, ,0.04,still out,Plan,Normally Out,,EUG,47311
6,08/01/1996 14:54, ,Opportunity tap to Trentwood-Valley Way No 1 115kV line,115.0,T, ,0.10,still out,Plan,Normally Out,,SPK,48554
7,08/01/1996 14:54, ,Trentwood-Valley Way No 1 115kV line,115.0,L,T,2.72,still out,Plan,Normally Out,,SPK,48554
8,12/17/1996 09:23, ,"Cowlitz-LaGrande No 1,2 115kV lines",115.0,L,T,25.69,still out,Plan,Normally Out,,COV,51546
9,12/17/1996 09:23, ,"McCullough tap to Cowlitz-LaGrande No 1,2 115kV lines",115.0,T, ,2.18,still out,Plan,Normally Out,,COV,51546
10,03/06/1997 13:30,05/19/1999 10:11,Bald Mountain tap to Underwood tap to Bonneville-Sifton No 1 115kV line,115.0,TT, ,0.30,1157501,Plan,Normally Out,,TDA,115546
11,03/06/1997 13:30,05/19/1999 10:11,Bonneville-Sifton No 1 115kV line,115.0,L,T,29.80,1157501,Plan,Normally Out,,LGV,115546
12,08/14/1997 15:44,11/29/1999 08:15,Chemawa-Salem Alumina No 1 115kV line,115.0,L,T,3.30,1204891,Plan,Normally Out,,SAL,55922
13,08/14/1997 15:44,11/29/1999 08:15,University tap to Chemawa-Salem Alumina No 1 115kV line,115.0,T, ,9.00,1204891,Plan,Normally Out,,SAL,55922
14,08/14/1997 19:05,05/19/1999 10:11,Bald Mountain tap-Underwood section of Underwood tap to Bonneville-Sifton No 1 115kV line,115.0,TS,T,1.00,925386,Plan,Normally Out,,TDA,55969
15,08/14/1997 19:05,05/19/1999 10:11,Bonneville-Sifton No 1 115kV line,115.0,L,T,29.80,925386,Plan,Normally Out,,LGV,55969
16,08/14/1997 19:05,05/19/1999 10:11,Carson tap to Underwood tap to Bonneville-Sifton No 1 115kV line,115.0,TT,T,1.20,925386,Plan,Normally Out,,TDA,55969
17,08/14/1997 19:05,05/19/1999 10:11,Carson-Bald Mountain tap section of Underwood tap to Bonneville-Sifton No 1 115kV line,115.0,TS,T,15.40,925386,Plan,Normally Out,,TDA,55969
18,08/14/1997 19:05,05/19/1999 10:11,North Bonneville Annex tap to Underwood tap to Bonneville-Sifton No 1 115kV line,115.0,TT,T,,925386,Plan,Normally Out,,TDA,55969
19,08/14/1997 19:05,05/19/1999 10:11,Stevenson tap to Underwood tap to Bonneville-Sifton No 1 115kV line,115.0,TT,T,,925386,Plan,Normally Out,,TDA,55969
20,08/14/1997 19:05,05/19/1999 10:11,Stevenson-Carson section of Underwood tap to Bonneville-Sifton No 1 115kV line,115.0,TS,T,3.60,925386,Plan,Normally Out,,TDA,55969
21,08/14/1997 19:05,05/19/1999 10:11,Underwood tap to Bonneville-Sifton No 1 115kV line,115.0,T, ,25.40,925386,Plan,Normally Out,,TDA,55969
22,08/14/1997 19:05,05/19/1999 10:11,Underwood tap-Stevenson section of Underwood tap to Bonneville-Sifton No 1 115kV line,115.0,TS,T,,925386,Plan,Normally Out,,TDA,55969
23,08/14/1997 19:24,04/01/1999 14:36,Bonneville-Sifton No 1 115kV line,115.0,L,T,29.80,856572,Plan,Normally Out,,LGV,55952
24,08/14/1997 19:24,04/01/1999 14:36,Camas tap to Bonneville-Sifton No 1 115kV line,115.0,T, ,1.80,856572,Plan,Normally Out,,LGV,55952
25,08/19/1997 15:05,04/19/1999 08:47,Pennwalt tap to Station E-Harborton 115kV line,115.0,T, ,0.43,875142,Plan,Normally Out,,LGV OLY EUG,56021
26,08/19/1997 15:05,04/19/1999 08:47,Station E-Harborton 115kV line,115.0,L,T,8.10,875142,Plan,Normally Out,,OLY LGV,56021
27,09/16/1997 16:00, ,Forest Grove-McMinnville No 1 115kV line,115.0,L,T,23.72,still out,Plan,Normally Out,,SAL,108978
28,09/16/1997 16:00, ,Walnut City tap to Forest Grove-McMinnville No 1 115kV line,115.0,T, ,5.63,still out,Plan,Normally Out,,SAL,108978
29,10/14/1997 11:12, ,Snyder-Stevens Drive section of White Bluffs-Stevens Drive No 2 115kV line,115.0,S, ,5.00,still out,Plan,Normally Out,,TRI,57189
30,10/14/1997 11:12, ,White Bluffs-Stevens Drive No 2 115kV line,115.0,L,G,6.90,still out,Plan,Normally Out,,TRI,57189
31,11/17/1997 11:02,11/18/1999 07:49,Boardman tap to McNary-Santiam No 2 230kV line,230.0,T, ,0.28,1052447,Plan,Normally Out,,TRI,57651
32,11/17/1997 11:02,11/18/1999 07:49,McNary-Santiam No 2 230kV line,230.0,L,T,200.43,1052447,Plan,Normally Out,,TRI TDA RED SAL,57651
33,11/17/1997 12:15,05/04/1999 18:07,Dalreed tap to McNary-Santiam No 2 230kV line,230.0,T, ,0.10,767812,Plan,Normally Out,,TDA,57653
34,11/17/1997 12:15,05/04/1999 18:07,McNary-Santiam No 2 230kV line,230.0,L,T,200.43,767812,Plan,Normally Out,,TRI TDA RED SAL,57653
35,12/15/1997 12:01,04/20/1999 17:00,Sacajawea tap to Lower Monumental-McNary No 1 500kV line,500.0,T, ,6.07,707279,Auto,Terminal Equipment Failure,Terminal Equipment Failure,TRI,58089
36,03/16/1998 15:42,12/28/1999 08:38,Ice Harbor-Franklin No 2 115kV line,115.0,L,T,9.07,938456,Plan,Normally Out,,TRI,108154
37,03/16/1998 15:42,12/28/1999 08:38,Martindale tap to Ice Harbor-Franklin No 2 115kV line,115.0,T, ,0.10,938456,Plan,Normally Out,,TRI,108154
38,07/27/1998 15:11,05/12/1999 14:21,Franklin-Riverview No 1 115kV line,115.0,L,T,4.90,416110,Plan,Normally Out,,TRI,111145
39,07/27/1998 15:11,05/12/1999 14:21,Taylor Flats tap-Cochrane section of Taylor Flats tap to Franklin-Riverview No 1 115kV line,115.0,TS, ,3.20,416110,Plan,Normally Out,,TRI,111145
40,07/31/1998 05:29,03/16/1999 09:26,Taft-Hot Springs No 1 500kV line,500.0,L, ,53.83,328617,Auto,Terminal Equipment Failure,Terminal Equipment Failure,KAL,111311
41,08/20/1998 10:32,10/13/1999 09:14,Franklin-Badger Canyon No 2 115kV line,115.0,L,T,13.35,603282,Plan,Normally Out,,TRI,111790
42,08/20/1998 10:32,10/13/1999 09:14,Hedges tap to Franklin-Badger Canyon No 2 115kV line,115.0,T, ,0.33,603282,Plan,Normally Out,,TRI,111790
43,08/31/1998 10:51,04/27/1999 07:21,Walla Walla-Pendleton No 1 69kV line,69.0,L,T,38.93,343950,Plan,Normally Out,,TRI,111938
44,08/31/1998 10:51,04/27/1999 07:21,Weston Mountain-Milton section of Milton tap to Walla Walla-Pendleton No 1 69kV line,69.0,TS, ,0.48,343950,Plan,Normally Out,,TRI,111938
45,08/31/1998 13:11,03/12/1999 12:25,Grand Coulee-Bell No 2 115kV line,115.0,L,T,82.06,277934,Plan,Normally Out,,WEN SPK,111911
46,08/31/1998 13:11,03/12/1999 12:25,Wagner Lake tap to Wilbur tap to Grand Coulee-Bell No 2 115kV line,115.0,TT, ,10.70,277934,Plan,Normally Out,,SPK,111911
47,08/31/1998 13:11,03/12/1999 12:25,Wilbur tap to Grand Coulee-Bell No 2 115kV line,115.0,T, ,,277934,Plan,Normally Out,,SPK,111911
48,08/31/1998 13:16,03/12/1999 13:34,Creston tap to Grand Coulee-Bell No 2 115kV line,115.0,T, ,0.10,277998,Plan,Normally Out,,SPK,111912
49,08/31/1998 13:16,03/12/1999 13:34,Grand Coulee-Bell No 2 115kV line,115.0,L,T,82.06,277998,Plan,Normally Out,,WEN SPK,111912
50,09/11/1998 16:02,03/01/1999 16:03,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,246301,Plan,Normally Out,,EUG,112119
51,09/11/1998 16:02,03/01/1999 16:03,Harrisburg-Alderwood section of Albany-Eugene No 1 115kV line,115.0,S, ,8.28,246301,Plan,Normally Out,,EUG,112119
52,09/22/1998 10:19, ,Canal-Second Lift No 1 34.5kV line,34.5,L,G,1.00,still out,Plan,Normally Out,,IDF,112595
53,09/22/1998 10:19, ,Second Lift-First Lift section of Canal-Second Lift No 1 34.5kV line,34.5,S, ,1.50,still out,Plan,Normally Out,,IDF,112595
54,09/29/1998 14:54,01/25/1999 09:18,Benton-Scooteney No 1 115kV line,115.0,L,G,20.32,169644,Plan,Normally Out,,TRI,112564
55,09/29/1998 14:54,01/25/1999 09:18,Connell-Scooteney section of Benton-Scooteney No 1 115kV line,115.0,S, ,1.57,169644,Plan,Normally Out,,TRI,112564
56,09/29/1998 14:54,01/25/1999 09:18,Eagle Lake tap to Scooteney tap to Benton-Scooteney No 1 115kV line,115.0,TT,T,,169644,Plan,Normally Out,,TRI,112564
57,09/29/1998 14:54,01/25/1999 09:18,Eagle Lake-Radar section of Scooteney tap to Benton-Scooteney No 1 115kV line,115.0,TS,T,1.90,169644,Plan,Normally Out,,TRI,112564
58,09/29/1998 14:54,01/25/1999 09:18,Radar tap to Scooteney tap to Benton-Scooteney No 1 115kV line,115.0,TT,T,1.90,169644,Plan,Normally Out,,TRI,112564
59,09/29/1998 14:54,01/25/1999 09:18,Radar-Scooteney section of Scooteney tap to Benton-Scooteney No 1 115kV line,115.0,TS,T,7.30,169644,Plan,Normally Out,,TRI,112564
60,09/29/1998 14:54,01/25/1999 09:18,Sagehill tap to Scooteney tap to Benton-Scooteney No 1 115kV line,115.0,TT,T,3.20,169644,Plan,Normally Out,,TRI,112564
61,09/29/1998 14:54,01/25/1999 09:18,Sagehill-Eagle Lake section of Scooteney tap to Benton-Scooteney No 1 115kV line,115.0,TS,T,4.20,169644,Plan,Normally Out,,TRI,112564
62,09/29/1998 14:54,01/25/1999 09:18,Scooteney tap to Benton-Scooteney No 1 115kV line,115.0,T, ,28.50,169644,Plan,Normally Out,,TRI,112564
63,09/29/1998 14:54,01/25/1999 09:18,Scooteney tap-Sagehill section of Scooteney tap to Benton-Scooteney No 1 115kV line,115.0,TS,T,15.00,169644,Plan,Normally Out,,TRI,112564
64,10/06/1998 09:05,03/25/1999 06:35,Canal-Second Lift No 2 34.5kV line,34.5,L,T,1.00,244710,Plan,Normally Out,,IDF,112555
65,10/06/1998 09:05,03/25/1999 06:35,Jackson tap to Canal-Second Lift No 2 34.5kV line,34.5,T, ,5.50,244710,Plan,Normally Out,,IDF,112555
66,10/08/1998 15:02,01/27/1999 08:41,Ely-Highland section of Franklin-Badger Canyon No 2 115kV line,115.0,S, ,1.98,159519,Plan,Normally Out,,TRI,112614
67,10/08/1998 15:02,01/27/1999 08:41,Franklin-Badger Canyon No 2 115kV line,115.0,L,G,13.35,159519,Plan,Normally Out,,TRI,112614
68,10/13/1998 14:23,02/17/1999 08:40,West Burley-Burley section of West Burley-Heyburn No 1 138kV line,138.0,S, ,2.22,182597,Plan,Normally Out,,IDF,112673
69,10/13/1998 14:23,02/17/1999 08:40,West Burley-Heyburn No 1 138kV line,138.0,L,G,4.43,182597,Plan,Normally Out,,IDF,112673
70,10/14/1998 14:03,06/02/1999 09:40,Christmas Valley tap to Redmond-Harney No 1 115kV line,115.0,T, ,31.20,332377,Plan,Normally Out,,RED,112696
71,10/14/1998 14:03,06/02/1999 09:40,Redmond-Harney No 1 115kV line,115.0,L,T,125.40,332377,Plan,Normally Out,,RED,112696
72,10/26/1998 15:57,03/01/1999 09:06,Alvey-Martin Creek No 1 115kV line,115.0,L,G,22.51,181029,Plan,Normally Out,,EUG,112871
73,10/26/1998 15:57,03/01/1999 09:06,Village Green-Dorena section of Alvey-Martin Creek No 1 115kV line,115.0,S, ,1.89,181029,Plan,Normally Out,,EUG,112871
74,11/03/1998 12:06,02/10/1999 11:39,Four Lakes tap to Sunset-East Colfax 115kV line,115.0,T, ,5.92,142533,Plan,Normally Out,,SPK,112966
75,11/03/1998 12:06,02/10/1999 11:39,Sunset-East Colfax 115kV line,115.0,L,T,52.65,142533,Plan,Normally Out,,SPK TRI,112966
76,11/23/1998 14:27,04/19/1999 07:17,Vansycle-Mission section of Walla Walla-Pendleton No 1 69kV line,69.0,S, ,13.40,211190,Plan,Normally Out,,TRI,113342
77,11/23/1998 14:27,04/19/1999 07:17,Walla Walla-Pendleton No 1 69kV line,69.0,L,G,38.93,211190,Plan,Normally Out,,TRI,113342
78,12/04/1998 09:43,05/26/1999 07:03,Grand Coulee-Bell No 1 115kV line,115.0,L,T,82.03,248900,Plan,Normally Out,,WEN SPK,113588
79,12/04/1998 09:43,05/26/1999 07:03,Springhill tap to Grand Coulee-Bell No 1 115kV line,115.0,T, ,0.10,248900,Plan,Normally Out,,SPK,113588
80,12/04/1998 11:26,05/26/1999 07:03,Grand Coulee-Bell No 1 115kV line,115.0,L,T,82.03,248797,Plan,Normally Out,,WEN SPK,113594
81,12/04/1998 11:26,05/26/1999 07:03,Larene tap to Grand Coulee-Bell No 1 115kV line,115.0,T, ,0.10,248797,Plan,Normally Out,,SPK,113594
82,12/18/1998 11:58,01/21/1999 10:15,Addy-Cusick No 1 230kV line,230.0,L, ,25.77,48857,Plan,Normally Out,,SPK,113755
83,12/29/1998 09:34,05/12/1999 14:21,Benton-Franklin No 2 115kV line,115.0,L,T,21.03,193187,Plan,Normally Out,,TRI,113899
84,12/29/1998 09:34,05/12/1999 14:21,Cochrane-Riverview section of Taylor Flats tap to Benton-Franklin No 2 115kV line,115.0,TS,T,2.30,193187,Plan,Normally Out,,TRI,113899
85,12/29/1998 09:34,05/12/1999 14:21,North Pasco tap to Taylor Flats tap to Benton-Franklin No 2 115kV line,115.0,TT, ,0.10,193187,Plan,Normally Out,,TRI,113899
86,12/29/1998 09:34,05/12/1999 14:21,North Pasco-Taylor Flats section of Taylor Flats tap to Benton-Franklin No 2 115kV line,115.0,TS,T,7.10,193187,Plan,Normally Out,,TRI,113899
87,12/29/1998 09:34,05/12/1999 14:21,Taylor Flats tap to Benton-Franklin No 2 115kV line,115.0,T, ,8.63,193187,Plan,Normally Out,,TRI,113899
88,12/29/1998 09:34,05/12/1999 14:21,Taylor Flats tap-North Pasco section of Taylor Flats tap to Benton-Franklin No 2 115kV line,115.0,TS, ,1.52,193187,Plan,Normally Out,,TRI,113899
89,12/29/1998 09:34,05/12/1999 14:21,Taylor Flats-Cochrane section of Taylor Flats tap to Benton-Franklin No 2 115kV line,115.0,TS, ,3.20,193187,Plan,Normally Out,,TRI,113899
90,12/31/1998 09:38,01/13/1999 13:58,Tacoma-TPWR Northeast No 2 230kV line,230.0,L, ,0.10,18980,Plan,Foreign Request,,COV,113909
91,01/01/1999 14:07,01/01/1999 14:08,Reedsport-Fairview No 1 115kV line,115.0,L,G,38.48,1,Auto,Dispatcher,Dispatcher,EUG,113911
92,01/01/1999 14:07,01/01/1999 14:08,Reedsport-Lakeside section of Reedsport-Fairview No 1 115kV line,115.0,S, ,9.35,1,Auto,Dispatcher,Dispatcher,EUG,113911
93,01/02/1999 05:16,01/02/1999 05:16,Celilo-Sylmar Pole No 3 1000kV line,1000.0,L, ,844.15,0,Auto,Unknown,,TDA RED,113912
94,01/02/1999 05:16,01/02/1999 05:16,Converter 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,113912
95,01/02/1999 05:16,01/02/1999 05:16,Valve Group 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,113912
96,01/02/1999 05:16,01/02/1999 05:16,Valve Group 3 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,113912
97,01/02/1999 05:16,01/02/1999 05:16,Valve Group 5 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,113912
98,01/02/1999 05:16,01/02/1999 05:16,Valve Group 7 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,113912
99,01/02/1999 07:09,01/02/1999 07:09,Clarkston tap to Walla Walla-North Lewiston No 1 115kV line,115.0,T,G,0.10,0,Auto,Unknown,Unknown,TRI,113918
100,01/02/1999 07:09,01/02/1999 07:09,Clarkston-North Lewiston section of Walla Walla-North Lewiston No 1 115kV line,115.0,S,G,3.71,0,Auto,Unknown,Unknown,TRI,113918
101,01/02/1999 07:09,01/02/1999 07:09,Pomeroy tap to Walla Walla-North Lewiston No 1 115kV line,115.0,T,G,0.10,0,Auto,Unknown,Unknown,TRI,113918
102,01/02/1999 07:09,01/02/1999 07:09,Pomeroy-Clarkston section of Walla Walla-North Lewiston No 1 115kV line,115.0,S,G,24.00,0,Auto,Unknown,Unknown,TRI,113918
103,01/02/1999 07:09,01/02/1999 07:09,Walla Walla-North Lewiston No 1 115kV line,115.0,L, ,80.80,0,Auto,Unknown,Unknown,TRI,113918
104,01/02/1999 07:09,01/02/1999 07:09,Walla Walla-Pomeroy section of Walla Walla-North Lewiston No 1 115kV line,115.0,S,G,53.10,0,Auto,Unknown,Unknown,TRI,113918
105,01/04/1999 07:00,01/04/1999 15:11,Murray-Custer No 1 230kV line,230.0,L,G,63.39,491,Plan,Maintenance,,SNO,113921
106,01/04/1999 07:00,01/04/1999 15:11,Murray-Sedro Woolley section of Murray-Custer No 1 230kV line,230.0,S, ,25.67,491,Plan,Maintenance,,SNO,113921
107,01/04/1999 07:00,01/04/1999 16:36,Sedro Woolley tap to Murray-Custer No 1 230kV line,230.0,T, ,0.17,576,Plan,Maintenance,,SNO,113921
108,01/04/1999 07:00,01/04/1999 15:11,Sedro Woolley-Custer section of Murray-Custer No 1 230kV line,230.0,S, ,37.72,491,Plan,Maintenance,,SNO,113921
109,01/04/1999 07:08,01/04/1999 16:00,Chehalis-Olympia No 1 230kV line,230.0,L, ,30.03,532,Plan,Maintenance,,OLY,113922
110,01/04/1999 07:36,01/04/1999 15:46,Chehalis-Centralia No 2 69kV line,69.0,L,G,15.26,490,Plan,Maintenance,,OLY,113923
111,01/04/1999 07:36,01/04/1999 15:46,Chehalis-Fords Prairie section of Chehalis-Centralia No 2 69kV line,69.0,S, ,11.79,490,Plan,Maintenance,,OLY,113923
112,01/04/1999 08:05,01/04/1999 18:25,Slatt-Buckley No 1 500kV line,500.0,L, ,52.32,620,Plan,Maintenance,,TRI TDA,113924
113,01/04/1999 08:08,01/04/1999 18:53,Ashe-Marion No 2 500kV line,500.0,L, ,224.01,645,Plan,Maintenance,,TRI TDA RED SAL,113925
114,01/04/1999 09:42,01/04/1999 15:49,Boyer-Nestucca section of Boyer-Tillamook No 1 115kV line,115.0,S, ,12.44,367,Plan,Maintenance,,SAL,113926
115,01/04/1999 09:42,01/04/1999 15:49,Boyer-Tillamook No 1 115kV line,115.0,L,G,31.91,367,Plan,Maintenance,,SAL,113926
116,01/04/1999 13:31,01/06/1999 14:31,Lexington-Cardwell No 1 115kV line,115.0,L,G,11.60,2940,Plan,Foreign Request,,LGV OLY,113927
117,01/04/1999 13:31,01/06/1999 14:31,Lexington-Shawnee section of Lexington-Cardwell No 1 115kV line,115.0,S, ,1.30,2940,Plan,Foreign Request,,LGV OLY,113927
118,01/05/1999 07:00,01/05/1999 15:20,Murray-Custer No 1 230kV line,230.0,L,G,63.39,500,Plan,Maintenance,,SNO,113931
119,01/05/1999 07:00,01/05/1999 15:20,Murray-Sedro Woolley section of Murray-Custer No 1 230kV line,230.0,S, ,25.67,500,Plan,Maintenance,,SNO,113931
120,01/05/1999 07:00,01/05/1999 16:56,Sedro Woolley tap to Murray-Custer No 1 230kV line,230.0,T, ,0.17,596,Plan,Maintenance,,SNO,113931
121,01/05/1999 07:00,01/05/1999 15:20,Sedro Woolley-Custer section of Murray-Custer No 1 230kV line,230.0,S, ,37.72,500,Plan,Maintenance,,SNO,113931
122,01/05/1999 07:07,01/05/1999 15:55,Chehalis-Olympia No 1 230kV line,230.0,L, ,30.03,528,Plan,Maintenance,,OLY,113932
123,01/05/1999 07:36,01/05/1999 10:56,Chehalis-Centralia No 2 69kV line,69.0,L,G,15.26,200,Plan,Maintenance,,OLY,113933
124,01/05/1999 07:36,01/05/1999 10:56,Chehalis-Fords Prairie section of Chehalis-Centralia No 2 69kV line,69.0,S, ,11.79,200,Plan,Maintenance,,OLY,113933
125,01/05/1999 08:04,01/05/1999 13:58,East Hills-Unity section of Minidoka PH-Unity No 1 138kV line,138.0,S, ,5.97,354,Plan,Maintenance,,IDF,113934
126,01/05/1999 08:04,01/05/1999 13:58,Minidoka PH-Unity No 1 138kV line,138.0,L,G,24.91,354,Plan,Maintenance,,IDF,113934
127,01/05/1999 08:14,01/05/1999 18:26,Slatt-Buckley No 1 500kV line,500.0,L, ,52.32,612,Plan,Maintenance,,TRI TDA,113935
128,01/05/1999 08:23,01/05/1999 18:36,Ashe-Marion No 2 500kV line,500.0,L, ,224.01,613,Plan,Maintenance,,TRI TDA RED SAL,113936
129,01/05/1999 09:15,01/05/1999 15:22,Boyer-Nestucca section of Boyer-Tillamook No 1 115kV line,115.0,S, ,12.44,367,Plan,Maintenance,,SAL,113937
130,01/05/1999 09:15,01/05/1999 15:22,Boyer-Tillamook No 1 115kV line,115.0,L,G,31.91,367,Plan,Maintenance,,SAL,113937
131,01/05/1999 09:25,01/05/1999 09:29,Grand Ronde-Boyer No 1 115kV line,115.0,L, ,5.62,4,Plan,Switching,,SAL,113938
132,01/05/1999 09:51,01/05/1999 09:57,Dixon tap to Hot Springs-Rattlesnake No 1 230kV line,230.0,T,G,0.10,6,Auto,Tree cut,Tree growth,KAL,113939
133,01/05/1999 09:51,01/05/1999 09:57,Dixon-Rattlesnake section of Hot Springs-Rattlesnake No 1 230kV line,230.0,S,G,33.85,6,Auto,Tree cut,Tree growth,KAL,113939
134,01/05/1999 09:51,01/05/1999 09:57,Hot Springs-Dixon section of Hot Springs-Rattlesnake No 1 230kV line,230.0,S,G,25.06,6,Auto,Tree cut,Tree growth,KAL,113939
135,01/05/1999 09:51,01/05/1999 09:57,Hot Springs-Rattlesnake No 1 230kV line,230.0,L, ,58.91,6,Auto,Tree cut,Tree growth,KAL,113939
136,01/05/1999 11:08,01/05/1999 14:19,Noxon AVA-Hot Springs No 2 230kV line,230.0,L, ,70.00,191,Plan,Foreign Request,,KAL,113940
137,01/05/1999 15:10,01/05/1999 15:15,Grand Ronde-Boyer No 1 115kV line,115.0,L, ,5.62,5,Plan,Switching,,SAL,113941
138,01/06/1999 06:12,01/06/1999 15:12,Murray-Custer No 1 230kV line,230.0,L,T,63.39,540,Plan,Maintenance,,SNO,113942
139,01/06/1999 06:12,01/06/1999 15:12,Sedro Woolley tap to Murray-Custer No 1 230kV line,230.0,T, ,0.17,540,Plan,Maintenance,,SNO,113942
140,01/06/1999 07:01,01/06/1999 15:03,Murray-Custer No 1 230kV line,230.0,L,G,63.39,482,Plan,Maintenance,,SNO,113943
141,01/06/1999 07:01,01/06/1999 15:03,Murray-Sedro Woolley section of Murray-Custer No 1 230kV line,230.0,S, ,25.67,482,Plan,Maintenance,,SNO,113943
142,01/06/1999 07:01,01/06/1999 15:03,Sedro Woolley-Custer section of Murray-Custer No 1 230kV line,230.0,S, ,37.72,482,Plan,Maintenance,,SNO,113943
143,01/06/1999 07:07,01/06/1999 15:57,Chehalis-Olympia No 1 230kV line,230.0,L, ,30.03,530,Plan,Maintenance,,OLY,113944
144,01/06/1999 07:09,01/06/1999 07:09,Celilo-Sylmar Pole No 3 1000kV line,1000.0,L, ,844.15,0,Auto,Unknown,,TDA RED,113945
145,01/06/1999 07:09,01/06/1999 07:09,Converter 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,113945
146,01/06/1999 07:09,01/06/1999 07:09,Valve Group 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,113945
147,01/06/1999 07:09,01/06/1999 07:09,Valve Group 3 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,113945
148,01/06/1999 07:09,01/06/1999 07:09,Valve Group 5 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,113945
149,01/06/1999 07:09,01/06/1999 07:09,Valve Group 7 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,113945
150,01/06/1999 07:34,01/06/1999 15:09,Slatt-Buckley No 1 500kV line,500.0,L, ,52.32,455,Plan,Maintenance,,TRI TDA,113946
151,01/06/1999 07:46,01/06/1999 14:53,Ashe-Marion No 2 500kV line,500.0,L, ,224.01,427,Plan,Maintenance,,TRI TDA RED SAL,113947
152,01/06/1999 08:23,01/07/1999 16:34,Boyer-Tillamook No 1 115kV line,115.0,L,G,31.91,1931,Plan,Maintenance,,SAL,113948
153,01/06/1999 08:23,01/07/1999 16:34,Hebo-Beaver section of Boyer-Tillamook No 1 115kV line,115.0,S, ,4.53,1931,Plan,Maintenance,,SAL,113948
154,01/06/1999 08:58,01/06/1999 15:18,Unity-Heyburn No 1 138kV line,138.0,L, ,6.56,380,Plan,Maintenance,,IDF,113949
155,01/06/1999 17:38,01/06/1999 21:46,Paul-Centralia Thermal PH No 1 500kV line,500.0,L, ,0.78,248,Auto,Foreign Trouble,Foreign Trouble,OLY,113950
156,01/07/1999 07:02,01/07/1999 15:16,Murray-Custer No 1 230kV line,230.0,L,G,63.39,494,Plan,Maintenance,,SNO,113953
157,01/07/1999 07:02,01/07/1999 15:16,Murray-Sedro Woolley section of Murray-Custer No 1 230kV line,230.0,S, ,25.67,494,Plan,Maintenance,,SNO,113953
158,01/07/1999 07:02,01/07/1999 15:48,Sedro Woolley tap to Murray-Custer No 1 230kV line,230.0,T, ,0.17,526,Plan,Maintenance,,SNO,113953
159,01/07/1999 07:02,01/07/1999 15:16,Sedro Woolley-Custer section of Murray-Custer No 1 230kV line,230.0,S, ,37.72,494,Plan,Maintenance,,SNO,113953
160,01/07/1999 07:10,01/07/1999 16:27,Chehalis-Olympia No 1 230kV line,230.0,L, ,30.03,557,Plan,Maintenance,,OLY,113954
161,01/07/1999 08:00,01/07/1999 14:28,Chehalis-Pe Ell section of Chehalis-Raymond No 1 115kV line,115.0,S, ,18.35,388,Plan,Maintenance,,OLY,113955
162,01/07/1999 08:00,01/07/1999 14:28,Chehalis-Raymond No 1 115kV line,115.0,L,G,45.44,388,Plan,Maintenance,,OLY,113955
163,01/07/1999 08:34,01/07/1999 14:22,Bandon-Rogue No 1 115kV line,115.0,L,G,46.00,348,Plan,Maintenance,,EUG,113956
164,01/07/1999 08:34,01/07/1999 14:22,Langlois-Port Orford section of Bandon-Rogue No 1 115kV line,115.0,S, ,10.00,348,Plan,Maintenance,,EUG,113956
165,01/07/1999 08:52,01/07/1999 10:09,Aberdeen tap-Cosmopolis section of South Elma-Cosmopolis No 1 115kV line,115.0,S, ,9.20,77,Plan,Maintenance,,OLY,113957
166,01/07/1999 08:52,01/07/1999 10:09,South Elma-Cosmopolis No 1 115kV line,115.0,L,G,20.01,77,Plan,Maintenance,,OLY,113957
