,Out Datetime,In Datetime,Name,Voltage(kV),LineType,GenFlag,Length(miles),Duration(minutes),OutageType,Dispatcher Cause,Field Cause,District,OutageID
1015,03/08/1999 07:52,03/10/1999 15:45,Valve Group 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T, ,,3353,Plan,Maintenance,,TDA,114685
1016,03/08/1999 08:46,03/08/1999 15:22,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,396,Plan,Maintenance,,EUG,114686
1017,03/08/1999 08:46,03/08/1999 15:22,Albany-Harrisburg section of Albany-Eugene No 1 115kV line,115.0,S, ,22.60,396,Plan,Maintenance,,EUG,114686
1018,03/08/1999 09:18,03/08/1999 09:57,Ross-Lexington No 1 230kV line,230.0,L,G,41.21,39,Plan,Switching,,LGV,114687
1019,03/08/1999 09:18,03/08/1999 09:57,Woodland-Lexington section of Ross-Lexington No 1 230kV line,230.0,S, ,21.36,39,Plan,Switching,,LGV,114687
1020,03/08/1999 09:21,03/08/1999 09:59,Lexington-Longview No 2 230kV line,230.0,L, ,9.38,38,Plan,Switching,,LGV OLY,114688
1021,03/08/1999 15:43,03/09/1999 10:00,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,1097,Plan,Normally Out,,EUG,114689
1022,03/08/1999 15:43,03/09/1999 10:00,Harrisburg-Alderwood section of Albany-Eugene No 1 115kV line,115.0,S, ,8.28,1097,Plan,Normally Out,,EUG,114689
1023,03/08/1999 17:47,03/09/1999 02:03,Bonneville PH 1-North Bonneville No 1 230kV line,230.0,L, ,0.84,496,Plan,Foreign Request,,LGV,114690
1024,03/09/1999 05:51,03/09/1999 07:59,Captain Jack-Malin No 1 500kV line,500.0,L, ,7.35,128,Auto,Terminal Equipment Failure,Terminal Equipment Failure,RED,114696
1025,03/09/1999 06:12,03/09/1999 16:33,Covington-Columbia No 3 230kV line,230.0,L, ,110.00,621,Plan,Maintenance,,COV WEN,114697
1026,03/09/1999 06:20,03/09/1999 16:28,McKenzie-Columbia section of Rocky Reach-Columbia No 2 230kV line,230.0,S, ,5.50,608,Plan,Maintenance,,WEN,114698
1027,03/09/1999 06:20,03/09/1999 16:28,Rocky Reach-Columbia No 2 230kV line,230.0,L,G,21.30,608,Plan,Maintenance,,WEN,114698
1028,03/09/1999 06:20,03/09/1999 16:29,Columbia-Ancient Lake section of Columbia-Wanapum No 2 230kV line,230.0,S, ,11.20,609,Plan,Maintenance,,WEN,114699
1029,03/09/1999 06:20,03/09/1999 16:29,Columbia-Wanapum No 2 230kV line,230.0,L,G,30.90,609,Plan,Maintenance,,WEN,114699
1030,03/09/1999 06:21,03/09/1999 16:30,Vantage-Columbia No 1 230kV line,230.0,L, ,31.55,609,Plan,Maintenance,,WEN,114700
1031,03/09/1999 07:18,03/09/1999 17:43,Macks Inn-Madison No 1 115kV line,115.0,L, ,17.12,625,Plan,Maintenance,,IDF,114701
1032,03/09/1999 08:15,03/09/1999 14:07,Badger Canyon-Richland No 1 115kV line,115.0,L,T,5.51,352,Plan,Maintenance,,TRI,114702
1033,03/09/1999 08:15,03/09/1999 14:07,Tapteal tap to Badger Canyon-Richland No 1 115kV line,115.0,T, ,0.10,352,Plan,Maintenance,,TRI,114702
1034,03/09/1999 08:39,03/09/1999 17:28,Fairview-Rogue No 1 230kV line,230.0,L, ,65.28,529,Plan,Maintenance,,EUG,114703
1035,03/09/1999 08:49,03/09/1999 15:40,Custer-Ingledow No 1 500kV line,500.0,L, ,22.55,411,Plan,Foreign Request,,SNO,114704
1036,03/09/1999 08:49,03/09/1999 12:53,Bonneville PH 1-North Bonneville No 1 230kV line,230.0,L, ,0.84,244,Plan,Foreign Request,,LGV,114705
1037,03/09/1999 08:53,03/09/1999 13:14,Eugene-Alvey No 2 115kV line,115.0,L,G,12.67,261,Plan,Maintenance,,EUG,114706
1038,03/09/1999 08:53,03/09/1999 13:14,Eugene-Dillard section of Eugene-Alvey No 2 115kV line,115.0,S, ,9.36,261,Plan,Maintenance,,EUG,114706
1039,03/09/1999 10:02,03/09/1999 15:22,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,320,Plan,Fiber Optic Work,,EUG,114707
1040,03/09/1999 10:02,03/09/1999 15:22,Albany-Harrisburg section of Albany-Eugene No 1 115kV line,115.0,S, ,22.60,320,Plan,Fiber Optic Work,,EUG,114707
1041,03/09/1999 10:56,03/09/1999 11:16,Albany-Eugene No 1 115kV line,115.0,L,T,39.80,20,Plan,Testing,,EUG,114708
1042,03/09/1999 10:56,03/09/1999 11:16,Cheshire-Alderwood section of Alderwood tap to Albany-Eugene No 1 115kV line,115.0,TS, ,7.80,20,Plan,Testing,,EUG,114708
1043,03/09/1999 15:19,03/09/1999 18:17,Paul-PSE Tono No 1 500kV line,500.0,L, ,0.10,178,Plan,Emergency,,OLY,114709
1044,03/09/1999 15:44,03/10/1999 07:47,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,963,Plan,Normally Out,,EUG,114710
1045,03/09/1999 15:44,03/10/1999 07:47,Harrisburg-Alderwood section of Albany-Eugene No 1 115kV line,115.0,S, ,8.28,963,Plan,Normally Out,,EUG,114710
1046,03/10/1999 07:50,03/10/1999 17:23,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,573,Plan,Fiber Optic Work,,EUG,114714
1047,03/10/1999 07:50,03/10/1999 17:23,Albany-Harrisburg section of Albany-Eugene No 1 115kV line,115.0,S, ,22.60,573,Plan,Fiber Optic Work,,EUG,114714
1048,03/10/1999 08:18,03/10/1999 11:26,La Grande-IPC Brownlee No 1 230kV line,230.0,L, ,79.30,188,Plan,Foreign Request,,TRI,114715
1049,03/10/1999 08:18,03/10/1999 11:26,Quartz tap to La Grande-IPC Brownlee No 1 230kV line,230.0,T, ,10.30,188,Plan,Foreign Request,,TRI,114715
1050,03/10/1999 08:44,03/10/1999 15:42,Fairview-Rogue No 1 230kV line,230.0,L, ,65.28,418,Plan,Maintenance,,EUG,114716
1051,03/10/1999 08:47,03/10/1999 13:25,Custer-Ingledow No 2 500kV line,500.0,L, ,22.65,278,Plan,Foreign Request,,SNO,114717
1052,03/10/1999 11:06,03/10/1999 11:11,Midway-Priest Rapids No 1 230kV line,230.0,L, ,7.00,5,Auto,Foreign Trouble,Foreign Utility,TRI,114718
1053,03/10/1999 17:52,03/11/1999 07:57,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,845,Plan,Normally Out,,EUG,114719
1054,03/10/1999 17:52,03/11/1999 07:57,Harrisburg-Alderwood section of Albany-Eugene No 1 115kV line,115.0,S, ,8.28,845,Plan,Normally Out,,EUG,114719
1055,03/11/1999 07:23,03/11/1999 17:07,Keeler-Oregon City No 2 115kV line,115.0,L, ,21.43,584,Plan,Maintenance,,SAL LGV,114722
1056,03/11/1999 07:57,03/11/1999 17:23,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,566,Plan,Maintenance,,EUG,114723
1057,03/11/1999 07:57,03/11/1999 17:23,Albany-Harrisburg section of Albany-Eugene No 1 115kV line,115.0,S, ,22.60,566,Plan,Maintenance,,EUG,114723
1058,03/11/1999 08:41,03/11/1999 16:31,Bandon-Rogue No 1 115kV line,115.0,L,G,46.00,470,Plan,Maintenance,,EUG,114724
1059,03/11/1999 08:41,03/11/1999 16:31,Port Orford-Geisel Monument section of Bandon-Rogue No 1 115kV line,115.0,S, ,21.50,470,Plan,Maintenance,,EUG,114724
1060,03/11/1999 08:58,03/11/1999 16:12,Ross-Lexington No 1 230kV line,230.0,L,G,41.21,434,Plan,Maintenance,,LGV,114725
1061,03/11/1999 08:58,03/11/1999 16:12,Woodland-Lexington section of Ross-Lexington No 1 230kV line,230.0,S, ,21.36,434,Plan,Maintenance,,LGV,114725
1062,03/11/1999 08:58,03/11/1999 16:12,Lexington-Longview No 2 230kV line,230.0,L, ,9.38,434,Plan,Maintenance,,LGV OLY,114726
1063,03/11/1999 09:13,03/11/1999 15:29,Fairview-Bandon No 2 115kV line,115.0,L, ,19.73,376,Plan,Maintenance,,EUG,114727
1064,03/11/1999 09:44,03/12/1999 13:13,Midway-Benton No 1 115kV line,115.0,L,T,28.75,1649,Plan,Foreign Request,,TRI,114728
1065,03/11/1999 09:44,03/12/1999 13:13,Radar USBR tap to Scooteney tap to Midway-Benton No 1 115kV line,115.0,TT, ,1.94,1649,Plan,Foreign Request,,TRI,114728
1066,03/11/1999 10:49,03/11/1999 14:04,Carlton-McMinnville No 1 115kV line,115.0,L,G,5.35,195,Plan,Maintenance,,SAL,114729
1067,03/11/1999 10:49,03/11/1999 14:04,Carlton-Windishar section of Carlton-McMinnville No 1 115kV line,115.0,S, ,3.87,195,Plan,Maintenance,,SAL,114729
1068,03/11/1999 11:49,03/11/1999 13:26,Beaver-Tillamook section of Boyer-Tillamook No 1 115kV line,115.0,S, ,14.45,97,Plan,Maintenance,,SAL,114730
1069,03/11/1999 11:49,03/11/1999 13:26,Boyer-Tillamook No 1 115kV line,115.0,L,G,31.91,97,Plan,Maintenance,,SAL,114730
1070,03/11/1999 12:35,03/11/1999 12:38,Celilo-Sylmar Pole No 4 1000kV line,1000.0,L,T,844.15,3,Auto,Unknown,,TDA RED,114731
1071,03/11/1999 12:35,03/11/1999 12:38,Valve Group 4 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,T, ,,3,Auto,Unknown,,TDA,114731
1072,03/11/1999 15:20,03/11/1999 16:26,Slatt-Buckley No 1 500kV line,500.0,L, ,52.32,66,Plan,Switching,,TRI TDA,114732
1073,03/11/1999 17:48,03/12/1999 07:56,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,848,Plan,Normally Out,,EUG,114733
1074,03/11/1999 17:48,03/12/1999 07:56,Harrisburg-Alderwood section of Albany-Eugene No 1 115kV line,115.0,S, ,8.28,848,Plan,Normally Out,,EUG,114733
1075,03/12/1999 07:27,03/12/1999 17:37,Keeler-Oregon City No 2 115kV line,115.0,L, ,21.43,610,Plan,Maintenance,,SAL LGV,114734
1076,03/12/1999 08:00,03/12/1999 15:29,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,449,Plan,Fiber Optic Work,,EUG,114735
1077,03/12/1999 08:00,03/12/1999 15:29,Albany-Harrisburg section of Albany-Eugene No 1 115kV line,115.0,S, ,22.60,449,Plan,Fiber Optic Work,,EUG,114735
1078,03/12/1999 08:14,03/12/1999 14:05,Aberdeen tap-Cosmopolis section of South Elma-Cosmopolis No 1 115kV line,115.0,S, ,9.20,351,Plan,Maintenance,,OLY,114736
1079,03/12/1999 08:14,03/12/1999 14:05,South Elma-Cosmopolis No 1 115kV line,115.0,L,G,20.01,351,Plan,Maintenance,,OLY,114736
1080,03/12/1999 09:01,03/12/1999 15:16,Fairview-Bandon No 2 115kV line,115.0,L, ,19.73,375,Plan,Maintenance,,EUG,114737
1081,03/12/1999 09:52,03/12/1999 11:54,Addy tap to Bell-Boundary No 3 230kV line,230.0,T,G,0.02,122,Plan,Maintenance,,SPK,114738
1082,03/12/1999 09:52,03/12/1999 11:54,Addy-Boundary section of Bell-Boundary No 3 230kV line,230.0,S,G,57.73,122,Plan,Maintenance,,SPK,114738
1083,03/12/1999 09:52,03/12/1999 11:54,Bell-Addy section of Bell-Boundary No 3 230kV line,230.0,S,G,50.34,122,Plan,Maintenance,,SPK,114738
1084,03/12/1999 09:52,03/12/1999 11:54,Bell-Boundary No 3 230kV line,230.0,L, ,108.07,122,Plan,Maintenance,,SPK,114738
1085,03/12/1999 11:56,04/13/1999 15:30,Addy-Cusick No 1 230kV line,230.0,L, ,25.77,46234,Plan,Normally Out,,SPK,114764
1086,03/12/1999 12:05,03/12/1999 14:55,Hilltop-Bordertown No 1 345kV line,345.0,L, ,147.00,170,Plan,Foreign Request,,RED,114739
1087,03/12/1999 12:25,03/16/1999 14:22,Grand Coulee-Bell No 1 115kV line,115.0,L,T,82.03,5877,Plan,Foreign Request,,WEN SPK,114740
1088,03/12/1999 12:25,03/16/1999 14:22,Wagner Lake tap to Wilbur tap to Grand Coulee-Bell No 1 115kV line,115.0,TT, ,10.70,5877,Plan,Foreign Request,,SPK,114740
1089,03/12/1999 12:25,03/16/1999 14:22,Wilbur tap to Grand Coulee-Bell No 1 115kV line,115.0,T, ,,5877,Plan,Foreign Request,,SPK,114740
1090,03/12/1999 13:34,03/16/1999 12:14,Creston tap to Grand Coulee-Bell No 1 115kV line,115.0,T, ,0.10,5680,Plan,Foreign Request,,SPK,114741
1091,03/12/1999 13:34,03/16/1999 12:14,Grand Coulee-Bell No 1 115kV line,115.0,L,T,82.03,5680,Plan,Foreign Request,,WEN SPK,114741
1092,03/12/1999 15:39,03/15/1999 08:58,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,3919,Plan,Normally Out,,EUG,114742
1093,03/12/1999 15:39,03/15/1999 08:58,Harrisburg-Alderwood section of Albany-Eugene No 1 115kV line,115.0,S, ,8.28,3919,Plan,Normally Out,,EUG,114742
1094,03/12/1999 22:48,03/12/1999 22:48,Celilo-Sylmar Pole No 4 1000kV line,1000.0,L, ,844.15,0,Auto,Unknown,,TDA RED,114744
1095,03/12/1999 22:48,03/12/1999 22:59,Converter 2 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,T, ,,11,Auto,Unknown,,TDA,114744
1096,03/12/1999 22:48,03/12/1999 22:59,Valve Group 2 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,T, ,,11,Auto,Unknown,,TDA,114744
1097,03/12/1999 22:48,03/12/1999 22:48,Valve Group 4 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,114744
1098,03/12/1999 22:48,03/12/1999 22:48,Valve Group 6 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,T,G,,0,Auto,Unknown,,TDA,114744
1099,03/12/1999 22:48,03/12/1999 22:59,Valve Group 8 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,T, ,,11,Auto,Unknown,,TDA,114744
1100,03/13/1999 04:11,03/13/1999 04:11,Broadview-Garrison No 2 500kV line,500.0,L, ,224.71,0,Auto,Unknown,Bird droppings,KAL,114745
1101,03/13/1999 08:02,03/13/1999 15:41,Reston-Fairview No 2 230kV line,230.0,L, ,29.47,459,Plan,Maintenance,,EUG,114746
1102,03/13/1999 08:02,03/13/1999 15:41,Dixonville PACW-Reston No 1 230kV line,230.0,L, ,17.40,459,Plan,Switching,,EUG,114747
1103,03/13/1999 08:13,03/13/1999 17:27,Captain Jack-Meridian No 1 500kV line,500.0,L, ,83.60,554,Plan,Foreign Request,,RED EUG,114748
1104,03/13/1999 08:24,03/13/1999 18:00,Paul-Allston No 2 500kV line,500.0,L, ,47.89,576,Plan,Maintenance,,OLY LGV,114749
1105,03/13/1999 08:36,03/13/1999 18:46,Lower Monumental-McNary No 1 500kV line,500.0,L,G,64.75,610,Plan,Construction,,TRI,114750
1106,03/13/1999 08:36,03/13/1999 18:46,Lower Monumental-Sacajawea section of Lower Monumental-McNary No 1 500kV line,500.0,S, ,26.64,610,Plan,Construction,,TRI,114750
1107,03/13/1999 08:36,03/13/1999 18:46,Sacajawea-McNary section of Lower Monumental-McNary No 1 500kV line,500.0,S, ,38.11,610,Plan,Construction,,TRI,114750
1108,03/13/1999 11:12,03/13/1999 11:15,Chief Joseph PH-Chief Joseph No 2 230kV line,230.0,L, ,1.03,3,Plan,Testing,,WEN,114751
1109,03/13/1999 11:29,03/13/1999 11:31,Chief Joseph PH-Chief Joseph No 2 230kV line,230.0,L, ,1.03,2,Plan,Testing,,WEN,114752
1110,03/13/1999 14:30,03/13/1999 17:57,Celilo-Sylmar Pole No 3 1000kV line,1000.0,L,T,844.15,207,Plan,Maintenance,,TDA RED,114753
1111,03/13/1999 14:30,03/13/1999 17:57,Valve Group 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T, ,,207,Plan,Maintenance,,TDA,114753
1112,03/13/1999 14:45,03/13/1999 14:52,Dixonville-Meridian No 1 500kV line,500.0,L, ,77.12,7,Auto,Foreign Trouble,,EUG,114754
1113,03/14/1999 08:11,03/14/1999 15:19,Reston-Fairview No 2 230kV line,230.0,L, ,29.47,428,Plan,Maintenance,,EUG,114755
1114,03/14/1999 08:11,03/14/1999 15:19,Dixonville PACW-Reston No 1 230kV line,230.0,L, ,17.40,428,Plan,Switching,,EUG,114756
1115,03/14/1999 08:25,03/14/1999 16:32,Paul-Allston No 2 500kV line,500.0,L, ,47.89,487,Plan,Maintenance,,OLY LGV,114757
1116,03/15/1999 04:32,03/15/1999 07:32,Celilo-Sylmar Pole No 4 1000kV line,1000.0,L,T,844.15,180,Plan,Maintenance,,TDA RED,114758
1117,03/15/1999 04:32,03/15/1999 07:32,Valve Group 6 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,T, ,,180,Plan,Maintenance,,TDA,114758
1118,03/15/1999 05:28,03/15/1999 05:28,Burns-Summer Lake section of Midpoint-Summer Lake No 1 500kV line,500.0,S,G,110.40,0,Auto,Unknown,,RED,114759
1119,03/15/1999 05:28,03/15/1999 05:28,Midpoint-Burns section of Midpoint-Summer Lake No 1 500kV line,500.0,S,G,260.40,0,Auto,Unknown,,IDF RED,114759
1120,03/15/1999 05:28,03/15/1999 05:28,Midpoint-Summer Lake No 1 500kV line,500.0,L, ,370.80,0,Auto,Unknown,,IDF RED,114759
1121,03/15/1999 05:53,03/17/1999 15:51,Celilo-Sylmar Pole No 3 1000kV line,1000.0,L,T,844.15,3478,Plan,Maintenance,,TDA RED,114760
1122,03/15/1999 05:53,03/17/1999 15:51,Valve Group 5 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T, ,,3478,Plan,Maintenance,,TDA,114760
1123,03/15/1999 07:32,03/15/1999 14:56,Palisades-Goshen No 1 115kV line,115.0,L, ,51.71,444,Plan,Maintenance,,IDF,114765
1124,03/15/1999 07:45,03/15/1999 14:36,Grand Coulee-Bell No 1 115kV line,115.0,L, ,82.03,411,Plan,Foreign Request,,WEN SPK,114766
1125,03/15/1999 08:48,03/15/1999 16:57,Allston-Astoria No 1 115kV line,115.0,L,G,41.98,489,Plan,Maintenance,,LGV,114767
1126,03/15/1999 08:48,03/15/1999 16:57,Fern Hill-Astoria section of Allston-Astoria No 1 115kV line,115.0,S, ,3.95,489,Plan,Maintenance,,LGV,114767
1127,03/15/1999 09:02,03/15/1999 15:36,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,394,Plan,Fiber Optic Work,,EUG,114768
1128,03/15/1999 09:02,03/15/1999 15:36,Albany-Harrisburg section of Albany-Eugene No 1 115kV line,115.0,S, ,22.60,394,Plan,Fiber Optic Work,,EUG,114768
1129,03/15/1999 09:44,03/24/1999 14:20,Allston-Clatsop No 1 230kV line,230.0,L,T,42.61,13236,Plan,Maintenance,,LGV,114769
1130,03/15/1999 09:44,03/24/1999 14:20,Driscoll tap to Allston-Clatsop No 1 230kV line,230.0,T, ,0.22,13236,Plan,Maintenance,,LGV,114769
1131,03/15/1999 11:52,03/15/1999 11:59,Holcomb-Naselle No 1 115kV line,115.0,L, ,21.09,7,Auto,"Machinery, Logging","Machinery, Logging",OLY LGV,114770
1132,03/15/1999 11:52,03/15/1999 11:59,Holcomb-Oxbow section of Holcomb-Naselle No 1 115kV line,115.0,S,G,1.48,7,Auto,"Machinery, Logging","Machinery, Logging",OLY,114770
1133,03/15/1999 11:52,03/15/1999 11:59,Oxbow-Naselle section of Holcomb-Naselle No 1 115kV line,115.0,S,G,19.61,7,Auto,"Machinery, Logging","Machinery, Logging",OLY LGV,114770
1134,03/15/1999 15:45,03/16/1999 08:46,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,1021,Plan,Normally Out,,EUG,114771
1135,03/15/1999 15:45,03/16/1999 08:46,Harrisburg-Alderwood section of Albany-Eugene No 1 115kV line,115.0,S, ,8.28,1021,Plan,Normally Out,,EUG,114771
1136,03/15/1999 17:45,03/15/1999 20:08,Holcomb-Naselle No 1 115kV line,115.0,L,G,21.09,143,Plan,Maintenance,,OLY LGV,114772
1137,03/15/1999 17:45,03/15/1999 20:08,Oxbow-Naselle section of Holcomb-Naselle No 1 115kV line,115.0,S, ,19.61,143,Plan,Maintenance,,OLY LGV,114772
1138,03/16/1999 07:04,03/18/1999 19:19,Ostrander-McLoughlin No 1 230kV line,230.0,L, ,8.82,3615,Plan,Maintenance,,LGV,114773
1139,03/16/1999 08:32,03/16/1999 16:33,Fairview-Bandon No 1 115kV line,115.0,L,G,25.16,481,Plan,Maintenance,,EUG,114774
1140,03/16/1999 08:32,03/16/1999 16:33,Fairview-Norway section of Fairview-Bandon No 1 115kV line,115.0,S, ,12.59,481,Plan,Maintenance,,EUG,114774
1141,03/16/1999 08:46,03/16/1999 16:52,Allston-Astoria No 1 115kV line,115.0,L,G,41.98,486,Plan,Maintenance,,LGV,114775
1142,03/16/1999 08:46,03/16/1999 16:52,Fern Hill-Astoria section of Allston-Astoria No 1 115kV line,115.0,S, ,3.95,486,Plan,Maintenance,,LGV,114775
1143,03/16/1999 08:48,03/16/1999 15:56,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,428,Plan,Maintenance,,EUG,114776
1144,03/16/1999 08:48,03/16/1999 15:56,Albany-Harrisburg section of Albany-Eugene No 1 115kV line,115.0,S, ,22.60,428,Plan,Maintenance,,EUG,114776
1145,03/16/1999 09:04,03/18/1999 14:03,Paul-PSE Tono No 1 500kV line,500.0,L, ,0.10,3179,Plan,Maintenance,,OLY,114777
1146,03/16/1999 09:06,03/16/1999 15:47,Bandon-Rogue No 1 115kV line,115.0,L,G,46.00,401,Plan,Maintenance,,EUG,114778
1147,03/16/1999 09:06,03/16/1999 15:47,Port Orford-Geisel Monument section of Bandon-Rogue No 1 115kV line,115.0,S, ,21.50,401,Plan,Maintenance,,EUG,114778
1148,03/16/1999 12:14,05/10/1999 13:37,Creston tap to Grand Coulee-Bell No 2 115kV line,115.0,T, ,0.10,79223,Plan,Normally Out,,SPK,114779
1149,03/16/1999 12:14,05/10/1999 13:37,Grand Coulee-Bell No 2 115kV line,115.0,L,T,82.06,79223,Plan,Normally Out,,WEN SPK,114779
1150,03/16/1999 12:49,03/16/1999 13:20,Carlton-Tillamook No 1 230kV line,230.0,L, ,40.96,31,Plan,Maintenance,,SAL,114780
1151,03/16/1999 14:24,05/10/1999 14:50,Grand Coulee-Bell No 2 115kV line,115.0,L,T,82.06,79166,Plan,Normally Out,,WEN SPK,114781
1152,03/16/1999 14:24,05/10/1999 14:50,Wagner Lake tap to Wilbur tap to Grand Coulee-Bell No 2 115kV line,115.0,TT, ,10.70,79166,Plan,Normally Out,,SPK,114781
1153,03/16/1999 14:24,05/10/1999 14:50,Wilbur tap to Grand Coulee-Bell No 2 115kV line,115.0,T, ,,79166,Plan,Normally Out,,SPK,114781
1154,03/16/1999 16:06,03/17/1999 08:46,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,1000,Plan,Normally Out,,EUG,114782
1155,03/16/1999 16:06,03/17/1999 08:46,Harrisburg-Alderwood section of Albany-Eugene No 1 115kV line,115.0,S, ,8.28,1000,Plan,Normally Out,,EUG,114782
1156,03/16/1999 17:16,03/16/1999 17:27,Maple Valley-Duwamish No 1 230kV line,230.0,L, ,7.68,11,Plan,Foreign Request,,COV,114783
1157,03/17/1999 05:56,03/17/1999 15:52,Keeler-Oregon City No 2 115kV line,115.0,L, ,21.43,596,Plan,Maintenance,,SAL LGV,114784
1158,03/17/1999 08:30,03/17/1999 16:22,Fairview-Bandon No 1 115kV line,115.0,L,G,25.16,472,Plan,Maintenance,,EUG,114785
1159,03/17/1999 08:30,03/17/1999 16:22,Fairview-Norway section of Fairview-Bandon No 1 115kV line,115.0,S, ,12.59,472,Plan,Maintenance,,EUG,114785
1160,03/17/1999 08:36,03/17/1999 16:15,Allston-Astoria No 1 115kV line,115.0,L,G,41.98,459,Plan,Maintenance,,LGV,114786
1161,03/17/1999 08:36,03/17/1999 16:15,Fern Hill-Astoria section of Allston-Astoria No 1 115kV line,115.0,S, ,3.95,459,Plan,Maintenance,,LGV,114786
1162,03/17/1999 08:48,03/17/1999 15:46,Bandon-Rogue No 1 115kV line,115.0,L,G,46.00,418,Plan,Maintenance,,EUG,114787
1163,03/17/1999 08:48,03/17/1999 15:46,Port Orford-Geisel Monument section of Bandon-Rogue No 1 115kV line,115.0,S, ,21.50,418,Plan,Maintenance,,EUG,114787
1164,03/17/1999 08:48,03/17/1999 16:52,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,484,Plan,Fiber Optic Work,,EUG,114788
1165,03/17/1999 08:48,03/17/1999 16:52,Albany-Harrisburg section of Albany-Eugene No 1 115kV line,115.0,S, ,22.60,484,Plan,Fiber Optic Work,,EUG,114788
1166,03/17/1999 09:27,03/17/1999 11:25,Cougar-Carmen Smith section of Cougar-Thurston No 1 115kV line,115.0,S, ,2.12,118,Plan,Maintenance,,EUG,114789
1167,03/17/1999 09:27,03/17/1999 11:25,Cougar-Thurston No 1 115kV line,115.0,L,G,39.99,118,Plan,Maintenance,,EUG,114789
1168,03/17/1999 09:34,03/17/1999 14:09,Keeler-Forest Grove No 2 115kV line,115.0,L, ,10.51,275,Plan,Maintenance,,SAL,114790
1169,03/17/1999 17:02,03/18/1999 08:30,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,928,Plan,Normally Out,,EUG,114791
1170,03/17/1999 17:02,03/18/1999 08:30,Harrisburg-Alderwood section of Albany-Eugene No 1 115kV line,115.0,S, ,8.28,928,Plan,Normally Out,,EUG,114791
1171,03/18/1999 04:15,03/18/1999 09:32,Celilo-Sylmar Pole No 3 1000kV line,1000.0,L,T,844.15,317,Auto,Equipment/Miscellaneous,,TDA RED,114792
1172,03/18/1999 04:15,03/18/1999 09:32,Converter 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T, ,,317,Auto,Equipment/Miscellaneous,,TDA,114792
1173,03/18/1999 06:03,03/18/1999 11:47,Keeler-Oregon City No 2 115kV line,115.0,L, ,21.43,344,Plan,Maintenance,,SAL LGV,114793
1174,03/18/1999 06:53,03/18/1999 16:07,Allston-Astoria No 1 115kV line,115.0,L,G,41.98,554,Plan,Maintenance,,LGV,114794
1175,03/18/1999 06:53,03/18/1999 16:07,Fern Hill-Astoria section of Allston-Astoria No 1 115kV line,115.0,S, ,3.95,554,Plan,Maintenance,,LGV,114794
1176,03/18/1999 07:38,03/18/1999 16:25,Kitsap-Valley Junction No 2 115kV line,115.0,L, ,11.20,527,Plan,Foreign Request,,OLY,114795
1177,03/18/1999 08:10,03/18/1999 15:50,Chehalis-Pe Ell section of Chehalis-Raymond No 1 115kV line,115.0,S, ,18.35,460,Plan,Maintenance,,OLY,114796
1178,03/18/1999 08:10,03/18/1999 15:50,Chehalis-Raymond No 1 115kV line,115.0,L,G,45.44,460,Plan,Maintenance,,OLY,114796
1179,03/18/1999 08:32,03/18/1999 14:18,Albany-Eugene No 1 115kV line,115.0,L,G,39.80,346,Plan,Fiber Optic Work,,EUG,114797
1180,03/18/1999 08:32,03/18/1999 14:18,Albany-Harrisburg section of Albany-Eugene No 1 115kV line,115.0,S, ,22.60,346,Plan,Fiber Optic Work,,EUG,114797
1181,03/18/1999 08:42,03/18/1999 15:55,Fairview-Rogue No 1 230kV line,230.0,L, ,65.28,433,Plan,Maintenance,,EUG,114798
1182,03/18/1999 09:02,03/18/1999 11:36,Lane-Wendson No 2 230kV line,230.0,L, ,41.03,154,Plan,Maintenance,,EUG,114799
1183,03/18/1999 12:26,03/18/1999 12:28,Colville-Boundary No 1 115kV line,115.0,L,G,43.06,2,Plan,Testing,,SPK,114800
