,Out Datetime,In Datetime,Name,Voltage(kV),Duration(minutes),OutageType,Dispatcher Cause,Field Cause,System In Control,MW Intrpt,District,OutageID
1464,10/12/1999 12:49,10/15/1999 14:07,Lexington: Cowlitz Co PUD 115kV Feeder 3,115.0,4398,Plan,Foreign Request,,Customer Request,None,LGV,118183
1465,10/13/1999 00:10,10/13/1999 02:02,Sappho: Clallam Co PUD 69kV Feeder 1,69.0,112,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,2,OLY,118184
1466,10/13/1999 08:52,10/13/1999 13:48,Franklin: Franklin Co PUD 115kV Feeder 1 to Angus,115.0,296,Plan,Switching,,BPA Request,None,TRI,118200
1467,10/13/1999 08:55,10/13/1999 13:10,Franklin: Franklin Co PUD 12.5kV Feeder 1,12.5,255,Plan,Switching,,BPA Request,None,TRI,118201
1468,10/13/1999 08:55,10/13/1999 14:32,Franklin: Franklin Co PUD 12.5kV Feeder 2,12.5,337,Plan,Foreign Request,,Customer Request,None,TRI,118202
1469,10/13/1999 12:02,10/13/1999 12:02,Addy: Alcoa 23kV Feeder 1,23.0,0,Auto,Unknown,Unknown,BPA Trouble,15,SPK,118203
1470,10/13/1999 12:02,10/13/1999 12:02,Addy: Alcoa 23kV Feeder 2,23.0,0,Auto,Unknown,Unknown,BPA Trouble,15,SPK,118204
1471,10/13/1999 14:10,10/13/1999 15:39,Teton: Lower Valy Energy 115kV Feeder 1,115.0,89,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,IDF,118205
1472,10/14/1999 07:56,10/15/1999 13:20,Conkelley: Col Falls Alum Co 13.8kV Feeder 1,13.8,1764,Plan,Maintenance,,BPA Request,None,KAL,118224
1473,10/14/1999 08:49,10/14/1999 14:29,Hauser CLP: Central Linc PUD 115kV Feeder 1,115.0,340,Plan,Foreign Request,,Customer Request,Unknown,EUG,118225
1474,10/14/1999 08:51,10/14/1999 15:13,Franklin: Franklin Co PUD 115kV Feeder 1 to Angus,115.0,382,Plan,Maintenance,,BPA Request,None,TRI,118226
1475,10/16/1999 00:01,10/16/1999 02:14,Lebanon: Consumers Power 69kV Feeder 1,69.0,133,Plan,Construction,,BPA Request,6,EUG,118241
1476,10/16/1999 02:14,10/16/1999 05:00,Lebanon: Consumers Power 69kV Feeder 1,69.0,166,Plan,Foreign Request,,Customer Request,6,EUG,118242
1477,10/17/1999 04:59,10/17/1999 07:16,Brincken's Corner: Clearwater P Co 115kV Feeder 1 by Avista Corp,115.0,137,Plan,Foreign Request,,Transferor Request,1,SPK,118258
1478,10/17/1999 04:59,10/17/1999 07:16,Brincken's Corner: Clearwater P Co 69kV Feeder 1 by Avista Corp,69.0,137,Plan,Foreign Request,,Transferor Request,6,SPK,118259
1479,10/18/1999 06:56,10/18/1999 07:31,Albany: US DOE Albany 12kV Feeder 1,12.0,35,Plan,Foreign Request,,Customer Request,Unknown,EUG,118261
1480,10/18/1999 08:30,10/22/1999 11:50,Alvey: Sprngfld Util Brd 115kV Feeder 1 to 10th Street,115.0,5960,Plan,Foreign Request,,Customer Request,None,EUG,118262
1481,10/18/1999 10:12,10/18/1999 11:18,Lagoon: Milton-Freewater 69kV Feeder 1,69.0,66,Plan,Switching,,BPA Request,None,TRI,118263
1482,10/18/1999 12:00,10/18/1999 12:07,Albany: US DOE Albany 12kV Feeder 1,12.0,7,Plan,Foreign Request,,Customer Request,None,EUG,118264
1483,10/18/1999 12:10,10/18/1999 12:25,Valhalla: Alcoa 13.8kV Feeder 1,13.8,15,Plan,Foreign Request,,Customer Request,82,WEN,118265
1484,10/20/1999 08:20,10/25/1999 15:15,Gold Beach: Coos-Curry Coop 115kV Feeder 2,115.0,7615,Plan,Foreign Request,,Customer Request,None,EUG,118298
1485,10/20/1999 09:00,10/20/1999 09:07,Addy: Alcoa 23kV Feeder 2,23.0,7,Plan,Foreign Request,,Customer Request,29,SPK,118299
1486,10/20/1999 09:00,10/20/1999 09:07,Addy: Alcoa 23kV Feeder 1,23.0,7,Plan,Foreign Request,,Customer Request,29,SPK,118300
1487,10/20/1999 09:41,10/20/1999 10:31,Lagoon: Milton-Freewater 69kV Feeder 1,69.0,50,Plan,Switching,,BPA Request,1,TRI,118301
1488,10/21/1999 08:54,10/21/1999 15:38,Oregon City: Portland Gen Elec 57kV Feeder 2,57.0,404,Plan,Maintenance,,BPA Request,None,SAL,118311
1489,10/21/1999 08:57,10/21/1999 14:50,Eugene: Lane Elec Coop 34.5kV Feeder 1,34.5,353,Plan,Maintenance,,BPA Request,None,EUG,118312
1490,10/21/1999 09:00,10/21/1999 14:51,Eugene: EWEB (Eugene OR) 115kV Feeder 1 to Bethel,115.0,351,Plan,Maintenance,,BPA Request,None,EUG,118313
1491,10/21/1999 11:42,10/22/1999 15:20,Lexington: Cowlitz Co PUD 115kV Feeder 4,115.0,1658,Plan,Foreign Request,,Customer Request,None,LGV,118314
1492,10/22/1999 00:13,10/22/1999 04:16,Newport IPL: Inland P+L 13.8kV Feeder 1,13.8,243,Plan,Construction,,BPA Request,Unknown,SPK,118315
1493,10/22/1999 07:41,10/22/1999 16:05,Carmen PH: EWEB (Eugene OR) 115kV Feeder 1,115.0,504,Plan,Foreign Request,,Customer Request,None,EUG,118329
1494,10/24/1999 01:23,10/24/1999 01:23,Alderwood: Blachly-Lane Co 12.5kV Feeder 1,12.5,0,Auto,Unknown,Bird droppings,BPA Trouble,Unknown,EUG,118340
1495,10/24/1999 01:23,10/24/1999 01:23,Cheshire: Emerald PUD 115kV Feeder 1,115.0,0,Auto,Unknown,Bird droppings,BPA Trouble,Unknown,EUG,118341
1496,10/24/1999 01:23,10/24/1999 01:23,Cheshire: Emerald PUD 20.8kV Feeder 1,20.8,0,Auto,Unknown,Bird droppings,BPA Trouble,Unknown,EUG,118342
1497,10/24/1999 01:23,10/24/1999 11:45,Junction City BLC: Blachly-Lane Co 34.5kV Feeder 1,34.5,622,Auto,Bird droppings,Bird droppings,BPA Trouble,Unknown,EUG,118343
1498,10/24/1999 01:23,10/24/1999 01:23,Parker: Blachly-Lane Co 115kV Feeder 1,115.0,0,Auto,Unknown,,BPA Trouble,Unknown,EUG,118344
1499,10/25/1999 08:28,10/26/1999 14:07,Intalco: Alcoa 13.8kV Feeder 7,13.8,1779,Plan,Maintenance,,BPA Request,None,SNO,118361
1500,10/25/1999 08:36,10/29/1999 12:10,Eltopia: Big Bend Coop 12.5kV Feeder 1 by Franklin Co PUD,12.5,5974,Plan,Maintenance,,BPA Request,None,TRI,118362
1501,10/25/1999 09:39,10/27/1999 14:39,Warner: PacifiCorp (PACW) 115kV Feeder 1,115.0,3180,Plan,Maintenance,,BPA Request,None,RED,118394
1502,10/25/1999 11:17,10/25/1999 12:30,Fairmount: Clallam Co PUD 69kV Feeder 1,69.0,73,Plan,Switching,,BPA Request,None,OLY,118363
1503,10/25/1999 14:59,10/28/1999 15:29,Cowlitz: Cowlitz Co PUD 115kV Feeder 2,115.0,4350,Plan,Foreign Request,,Customer Request,None,LGV,118364
1504,10/25/1999 16:42,10/25/1999 16:43,Redmond: Central Elec Coop 69kV Feeder 1,69.0,1,Auto,Imp Install/Design/Applica,Imp Install/Design/Applica,BPA Trouble,8,RED,118365
1505,10/25/1999 16:42,10/25/1999 16:43,Redmond: Central Elec Coop 69kV Feeder 2,69.0,1,Auto,Imp Install/Design/Applica,Imp Install/Design/Applica,BPA Trouble,11,RED,118366
1506,10/25/1999 16:42,10/25/1999 16:43,Redmond: PacifiCorp (PACW) 69kV Feeder 1,69.0,1,Auto,Imp Install/Design/Applica,Imp Install/Design/Applica,BPA Trouble,3,RED,118367
1507,10/25/1999 19:38,10/26/1999 10:31,Delight: Big Bend Coop 24.9kV Feeder 1 by Avista Corp,24.9,893,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,TRI,118368
1508,10/26/1999 08:14,10/26/1999 17:45,Bonners Ferry: Northern Lights 115kV Feeder 1 to Smith Falls,115.0,571,Plan,Foreign Request,,Customer Request,Unknown,SPK,118382
1509,10/26/1999 09:12,10/28/1999 10:23,Roza: USBR Yakima 115kV Feeder 1,115.0,2951,Plan,Foreign Request,,Customer Request,Unknown,TRI,118383
1510,10/26/1999 18:03,10/27/1999 06:18,Fairmount: Clallam Co PUD 69kV Feeder 1,69.0,735,Plan,Maintenance,,BPA Request,None,OLY,118384
1511,10/27/1999 05:22,10/27/1999 05:22,Ariel: Cowlitz Co PUD 115kV Feeder 1 by PacifiCorp (PACW),115.0,0,Auto,Foreign Trouble,,Transferor Trouble,Unknown,LGV,118395
1512,10/27/1999 06:07,10/27/1999 06:14,Echo Lake: Personal Comm Sys 14.4kV Feeder 1 by Puget Sound Energ,14.4,7,Auto,Foreign Trouble,,Other Customer Trouble,Unknown,COV,118396
1513,10/27/1999 06:28,10/27/1999 12:36,Echo Lake: Personal Comm Sys 14.4kV Feeder 1 by Puget Sound Energ,14.4,368,Auto,Foreign Trouble,,Other Customer Trouble,Unknown,COV,118397
1514,10/27/1999 07:11,10/27/1999 14:41,Intalco: Alcoa 13.8kV Feeder 7,13.8,450,Plan,Maintenance,,BPA Request,None,SNO,118398
1515,10/27/1999 08:36,11/18/1999 11:45,Chandler PH: USBR Yakima 115kV Feeder 1,115.0,31929,Plan,Foreign Request,,Customer Request,None,TRI,118399
1516,10/27/1999 09:42,10/27/1999 09:42,Grand Avenue: Clark Public Util 115kV Feeder 1,115.0,0,Auto,Terminal Equipment Failure,Weather,BPA Trouble,Unknown,LGV,118400
1517,10/27/1999 09:42,10/27/1999 09:42,Mac Heights: Clark Public Util 115kV Feeder 2,115.0,0,Auto,Terminal Equipment Failure,Weather,BPA Trouble,None,LGV,118401
1518,10/27/1999 09:42,10/27/1999 09:42,Mac Heights: Clark Public Util 12.5kV Feeder 1,12.5,0,Auto,Terminal Equipment Failure,Weather,BPA Trouble,Unknown,LGV,118402
1519,10/27/1999 09:42,10/27/1999 09:42,Vancouver Shipyard: Clark Public Util 12.5kV Feeder 1,12.5,0,Auto,Terminal Equipment Failure,Weather,BPA Trouble,Unknown,LGV,118403
1520,10/27/1999 09:42,10/27/1999 10:32,Vancouver Shipyard: Clark Public Util 12.5kV Feeder 2,12.5,50,Auto,Terminal Equipment Failure,Weather,BPA Trouble,18,LGV,118404
1521,10/27/1999 11:00,10/27/1999 16:52,Silver Creek: Lewis Co PUD 69kV Feeder 2 to Glenoma,69.0,352,Plan,Foreign Request,,Customer Request,None,OLY,118405
1522,10/27/1999 14:18,10/27/1999 14:18,Echo Lake: Personal Comm Sys 14.4kV Feeder 1 by Puget Sound Energ,14.4,0,Auto,Foreign Trouble,,Other Customer Trouble,Unknown,COV,118406
1523,10/27/1999 15:25,10/27/1999 15:25,Gold Beach: Coos-Curry Coop 115kV Feeder 1,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,EUG,118407
1524,10/27/1999 15:25,10/27/1999 15:25,Gold Beach: Coos-Curry Coop 115kV Feeder 3,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,EUG,118408
1525,10/28/1999 07:19,10/28/1999 15:03,Intalco: Alcoa 13.8kV Feeder 6,13.8,464,Plan,Maintenance,,BPA Request,None,SNO,118428
1526,10/28/1999 08:51,11/03/1999 15:41,Chemawa: Portland Gen Elec 57kV Feeder 1,57.0,9110,Plan,Construction,,BPA Request,None,SAL,118429
1527,10/28/1999 09:34,10/28/1999 10:43,Morrison: Coos-Curry Coop 115kV Feeder 1,115.0,69,Plan,Foreign Request,,Customer Request,None,EUG,118430
1528,10/28/1999 10:06,10/28/1999 10:06,Diamond Lake: Pend Oreille PUD 115kV Feeder 1,115.0,0,Auto,Unknown,,BPA Trouble,3,SPK,118431
1529,10/30/1999 07:00,10/30/1999 07:00,Goldendale: Klickitat Co PUD 69kV Feeder 1,69.0,0,Auto,Unknown,,Unknown Trouble,Unknown,TDA,118508
1530,10/30/1999 08:06,10/30/1999 08:06,Goldendale: Klickitat Co PUD 69kV Feeder 1,69.0,0,Auto,Unknown,Unknown,Unknown Trouble,Unknown,TDA,118484
1531,10/30/1999 08:12,10/31/1999 17:22,Redmond: PacifiCorp (PACW) 69kV Feeder 1,69.0,2050,Plan,Construction,,BPA Request,10,RED,118451
1532,10/31/1999 08:33,10/31/1999 11:58,Bonners Ferry: Northern Lights 115kV Feeder 1 to Smith Falls,115.0,205,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,13,SPK,118453
1533,10/31/1999 08:55,10/31/1999 08:55,Yaak: Northern Lights 12.5kV Feeder 1,12.5,0,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,Unknown,KAL,118454
1534,10/31/1999 08:55,11/01/1999 20:58,Troy: Northern Lights 115kV Feeder 1 to Asarco,115.0,2163,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,Unknown,KAL,118455
1535,10/31/1999 08:55,10/31/1999 08:55,Moyie: Bonners Ferry ID 115kV Feeder 1,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SPK,118456
1536,10/31/1999 08:55,10/31/1999 08:55,North Bench: Bonners Ferry ID 13.8kV Feeder 1,13.8,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SPK,118457
1537,10/31/1999 08:55,10/31/1999 08:55,North Bench: Northern Lights 13.8kV Feeder 1,13.8,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SPK,118458
1538,10/31/1999 08:55,10/31/1999 08:55,Troy: City of Troy 13.8kV Feeder 1,13.8,0,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,Unknown,KAL,118459
1539,10/31/1999 08:55,10/31/1999 08:55,Troy: Northern Lights 13.8kV Feeder 1,13.8,0,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,Unknown,KAL,118460
1540,10/31/1999 08:55,10/31/1999 08:55,Troy: Northern Lights 13.8kV Feeder 2,13.8,0,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,Unknown,KAL,118461
1541,10/31/1999 09:30,10/31/1999 09:30,Flathead: Flathead E Coop 34.5kV Feeder 3,34.5,0,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,None,KAL,118462
1542,10/31/1999 09:57,10/31/1999 12:15,Stillwater: Lincoln Elec - MT 24.9kV Feeder 1,24.9,138,Auto,Tree,Tree blown,BPA Trouble,Unknown,KAL,118463
1543,10/31/1999 09:57,10/31/1999 12:15,Trego: Lincoln Elec - MT 115kV Feeder 1,115.0,138,Auto,Tree,,BPA Trouble,Unknown,KAL,118464
1544,10/31/1999 09:57,10/31/1999 12:15,Trego: Lincoln Elec - MT 24.9kV Feeder 1,24.9,138,Auto,Tree,Tree blown,BPA Trouble,Unknown,KAL,118465
1545,10/31/1999 09:57,10/31/1999 12:15,Trego: Lincoln Elec - MT 24.9kV Feeder 2,24.9,138,Auto,Tree,Tree blown,BPA Trouble,Unknown,KAL,118466
1546,11/01/1999 07:40,11/04/1999 14:02,Odessa: Inland P+L 34.5kV Feeder 1 by Avista Corp,34.5,4702,Plan,Maintenance,,BPA Request,None,SPK,118485
1547,11/01/1999 07:45,11/01/1999 10:50,Oregon City: Portland Gen Elec 57kV Feeder 2,57.0,185,Plan,Foreign Request,,Customer Request,None,SAL,118486
1548,11/02/1999 00:48,11/02/1999 03:06,Echo Lake: Personal Comm Sys 14.4kV Feeder 1 by Puget Sound Energ,14.4,138,Auto,Foreign Trouble,,Other Customer Trouble,None,COV,118476
1549,11/03/1999 07:00,11/03/1999 07:00,Goldendale: Klickitat Co PUD 69kV Feeder 1,69.0,0,Auto,Unknown,Unknown,Unknown Trouble,Unknown,TDA,118509
1550,11/03/1999 08:45,11/03/1999 13:11,Glade: S Col Basin Ir Dt 13.8kV Feeder 1,13.8,266,Plan,Foreign Request,,Customer Request,None,TRI,118510
1551,11/03/1999 16:29,11/03/1999 16:47,Chemawa: Portland Gen Elec 57kV Feeder 4,57.0,18,Plan,Construction,,BPA Request,None,SAL,118511
1552,11/03/1999 18:47,11/03/1999 19:16,Lopez Island: Orcas P+L 69kV Feeder 4 by Puget Sound Energ,69.0,29,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,19,SNO,118512
1553,11/04/1999 07:05,11/05/1999 17:30,Oremet: Oregon Met Corp 12kV Feeder 1 by PacifiCorp (PACW),12.0,2065,Auto,Foreign Trouble,,Customer Trouble,Unknown,EUG,118531
1554,11/04/1999 08:06,11/04/1999 13:21,White Swan: Benton REA 12.5kV Feeder 1 by PacifiCorp (PACW),12.5,315,Plan,Maintenance,,BPA Request,None,TRI,118532
1555,11/04/1999 08:20,11/04/1999 12:40,Ringold: S Col Basin Ir Dt 13.8kV Feeder 1,13.8,260,Plan,Foreign Request,,Customer Request,None,TRI,118533
1556,11/04/1999 08:33,11/04/1999 08:59,Chemawa: Portland Gen Elec 57kV Feeder 3,57.0,26,Plan,Construction,,BPA Request,17,SAL,118534
1557,11/04/1999 09:05,11/04/1999 09:25,Chemawa: Portland Gen Elec 57kV Feeder 2,57.0,20,Plan,Construction,,BPA Request,11,SAL,118535
1558,11/04/1999 09:26,11/05/1999 10:40,Cardwell: Cowlitz Co PUD 115kV Feeder 2,115.0,1514,Plan,Foreign Request,,Customer Request,None,LGV,118536
1559,11/05/1999 06:18,11/05/1999 06:18,Bigelow: Inland P+L 13.8kV Feeder 1,13.8,0,Auto,Unknown,Unknown,BPA Trouble,5,SPK,118549
1560,11/05/1999 06:18,11/05/1999 06:18,Green Bluff: Inland P+L 13.8kV Feeder 1,13.8,0,Auto,Unknown,Unknown,BPA Trouble,5,SPK,118550
1561,11/05/1999 07:09,11/05/1999 12:37,Raft: Raft River Elec 24.9kV Feeder 1 by Idaho Power Co,24.9,328,Plan,Foreign Request,,Transferor Request,Unknown,IDF,118551
1562,11/05/1999 07:09,11/05/1999 12:37,Heglar: Raft River Elec 138kV Feeder 1 by Idaho Power Co,138.0,328,Plan,Foreign Request,,Transferor Request,Unknown,IDF,118552
1563,11/05/1999 17:59,11/05/1999 17:59,Echo Lake: Personal Comm Sys 14.4kV Feeder 1 by Puget Sound Energ,14.4,0,Auto,Foreign Trouble,,Other Customer Trouble,Unknown,COV,118553
1564,11/07/1999 05:32,11/07/1999 08:28,Trego: Lincoln Elec - MT 115kV Feeder 1,115.0,176,Plan,Maintenance,,BPA Request,5,KAL,118572
1565,11/07/1999 05:33,11/07/1999 08:24,Trego: Lincoln Elec - MT 24.9kV Feeder 2,24.9,171,Plan,Maintenance,,BPA Request,None,KAL,118573
1566,11/07/1999 05:33,11/07/1999 08:24,Trego: Lincoln Elec - MT 24.9kV Feeder 1,24.9,171,Plan,Maintenance,,BPA Request,None,KAL,118574
1567,11/08/1999 05:18,11/08/1999 05:18,Thatcher Junction: Forest Grove OR 12.5kV Feeder 1,12.5,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,SAL,118575
1568,11/08/1999 05:18,11/08/1999 05:18,Timber: West Oregon Elec 34.5kV Feeder 1,34.5,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,SAL,118576
1569,11/08/1999 08:42,11/09/1999 13:57,Sun Harbor: Columbia REA 24.9kV Feeder 1,24.9,1755,Plan,Maintenance,,BPA Request,None,TRI,118580
1570,11/08/1999 09:42,11/08/1999 09:42,Tumble Creek: Consumers Power 24.9kV Feeder 1,24.9,0,Auto,Arc while switching,Arc while switching,BPA Trouble,1,SAL,118581
1571,11/08/1999 09:42,11/08/1999 09:43,Dalreed: PacifiCorp (PACW) 230kV Feeder 1,230.0,1,Auto,Arc while switching,,BPA Trouble,Unknown,TRI,118582
1572,11/08/1999 10:35,11/10/1999 09:40,Creston: Inland P+L 34.5kV Feeder 1,34.5,2825,Plan,Maintenance,,BPA Request,None,SPK,118583
1573,11/08/1999 11:05,11/08/1999 12:28,Acton: Cascade Locks OR 13.8kV Feeder 1,13.8,83,Auto,Malicious,Malicious,BPA Trouble,Unknown,LGV,118584
1574,11/08/1999 11:05,11/08/1999 12:28,Cascade Locks: Cascade Locks OR 115kV Feeder 1,115.0,83,Auto,Malicious,Malicious,BPA Trouble,Unknown,LGV,118585
1575,11/08/1999 11:05,11/08/1999 12:28,Cascade Locks: Cascade Locks OR 13.8kV Feeder 1,13.8,83,Auto,Malicious,Malicious,BPA Trouble,Unknown,LGV,118586
1576,11/09/1999 09:00,11/09/1999 14:14,Stateline: Columbia REA 69kV Feeder 1,69.0,314,Plan,Maintenance,,BPA Request,None,TRI,118599
1577,11/09/1999 09:10,11/09/1999 09:10,Spirit: Avista Corp 115kV Feeder 1,115.0,0,Auto,Arc while switching,,BPA Trouble,Unknown,SPK,118600
1578,11/09/1999 09:10,11/09/1999 09:10,Box Canyon PH: Pend Oreille PUD 115kV Feeder 1,115.0,0,Auto,Arc while switching,Arc while switching,BPA Trouble,Unknown,SPK,118601
1579,11/09/1999 09:10,11/18/1999 14:09,Metaline Falls: Pend Oreille PUD 115kV Feeder 1,115.0,13259,Plan,Maintenance,,BPA Request,Unknown,SPK,118602
1580,11/09/1999 11:32,11/09/1999 11:32,Lakeside CLP: Central Linc PUD 115kV Feeder 1,115.0,0,Auto,Unknown,Tree cut,Unknown Trouble,Unknown,EUG,118603
1581,11/09/1999 11:32,11/09/1999 11:32,Hauser CLP: Central Linc PUD 115kV Feeder 1,115.0,0,Auto,Unknown,,Unknown Trouble,Unknown,EUG,118604
1582,11/09/1999 11:32,11/09/1999 11:32,Glasgow: Central Linc PUD 115kV Feeder 1,115.0,0,Auto,Unknown,Tree cut,Unknown Trouble,Unknown,EUG,118605
1583,11/09/1999 11:32,11/09/1999 11:32,Sumner: Coos-Curry Coop 115kV Feeder 1,115.0,0,Auto,Unknown,Tree cut,Unknown Trouble,Unknown,EUG,118606
1584,11/10/1999 09:04,11/10/1999 09:47,Scooteney: Big Bend Coop 34.5kV Feeder 2,34.5,43,Plan,Maintenance,,BPA Request,None,TRI,118620
1585,11/10/1999 09:04,11/10/1999 09:47,Scooteney: S Col Basin Ir Dt 34.5kV Feeder 1,34.5,43,Plan,Maintenance,,BPA Request,None,TRI,118621
1586,11/10/1999 10:50,11/10/1999 14:37,Ringold: S Col Basin Ir Dt 13.8kV Feeder 1,13.8,227,Plan,Maintenance,,BPA Request,None,TRI,118622
1587,11/10/1999 11:21,11/10/1999 20:00,Spar Canyon: Salmon River Coop 230kV Feeder 1,230.0,519,Plan,Foreign Request,,Customer Request,None,IDF,118623
1588,11/10/1999 13:59,11/10/1999 15:06,Cosmopolis: Grays Harbor PUD 115kV Feeder 1,115.0,67,Plan,Foreign Request,,Customer Request,None,OLY,118624
1589,11/11/1999 18:05,11/11/1999 18:08,Garibaldi: Tillamook PUD 24.9kV Feeder 1 by PacifiCorp (PACW),24.9,3,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,118634
1590,11/11/1999 18:05,11/11/1999 18:08,Mohler: Tillamook PUD 24.9kV Feeder 1 by PacifiCorp (PACW),24.9,3,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,118635
1591,11/11/1999 18:05,11/11/1999 18:08,Nehalem: Tillamook PUD 115kV Feeder 1 by PacifiCorp (PACW),115.0,3,Auto,Foreign Trouble,,Transferor Trouble,Unknown,SAL,118636
1592,11/11/1999 18:05,11/11/1999 19:00,Necanicum: West Oregon Elec 12.5kV Feeder 1 by PacifiCorp (PACW),12.5,55,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,118637
1593,11/11/1999 18:13,11/11/1999 18:15,Garibaldi: Tillamook PUD 24.9kV Feeder 1 by PacifiCorp (PACW),24.9,2,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,118638
1594,11/11/1999 18:13,11/11/1999 18:15,Mohler: Tillamook PUD 24.9kV Feeder 1 by PacifiCorp (PACW),24.9,2,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,118639
1595,11/11/1999 18:13,11/11/1999 18:15,Nehalem: Tillamook PUD 115kV Feeder 1 by PacifiCorp (PACW),115.0,2,Auto,Foreign Trouble,,Transferor Trouble,Unknown,SAL,118640
1596,11/12/1999 01:00,11/12/1999 05:05,Winthrop: Okanogan El Coop 13.2kV Feeder 1 by Okanogan Co PUD,13.2,245,Plan,Foreign Request,,Customer Request,Unknown,WEN,118641
1597,11/12/1999 07:59,11/12/1999 13:05,Conkelley: Col Falls Alum Co 13.8kV Feeder 2,13.8,306,Plan,Maintenance,,BPA Request,None,KAL,118648
1598,11/13/1999 15:56,11/13/1999 16:34,Tillamook: Tillamook PUD 12.5kV Feeder 3,12.5,38,Auto,Foreign Trouble,,Customer Trouble,3,SAL,118653
1599,11/14/1999 04:49,11/14/1999 04:59,Valhalla: Alcoa 13.8kV Feeder 1,13.8,10,Auto,Foreign Trouble,,Customer Trouble,84,WEN,118654
1600,11/14/1999 08:00,11/14/1999 10:53,Sagehill: Franklin Co PUD 12.5kV Feeder 1,12.5,173,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,1,TRI,118659
1601,11/14/1999 10:15,11/14/1999 14:43,Schrag: Big Bend Coop 24.9kV Feeder 1 by Grant Co PUD,24.9,268,Auto,Bird or Animal,Bird or Animal,BPA Trouble,Unknown,TRI,118660
1602,11/14/1999 11:15,11/15/1999 14:02,Scooteney: S Col Basin Ir Dt 34.5kV Feeder 1,34.5,1607,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,TRI,118661
1603,11/15/1999 08:23,11/15/1999 13:42,Heyburn: Idaho Power Co 138kV Feeder 1,138.0,319,Plan,Maintenance,,BPA Request,3,IDF,118663
1604,11/15/1999 10:08,11/15/1999 10:55,Pennwalt: ATOFINA Chemicals 11.5kV Feeder 6,11.5,47,Plan,Switching,,BPA Request,None,LGV,118664
1605,11/16/1999 07:42,11/16/1999 16:11,Pennwalt: ATOFINA Chemicals 11.5kV Feeder 4,11.5,509,Plan,Maintenance,,BPA Request,None,LGV,118675
1606,11/16/1999 07:45,11/16/1999 15:59,Pennwalt: ATOFINA Chemicals 11.5kV Feeder 5,11.5,494,Plan,Maintenance,,BPA Request,None,LGV,118676
1607,11/16/1999 09:48,11/17/1999 14:06,Eagle Lake: Big Bend Coop 13.8kV Feeder 1,13.8,1698,Plan,Maintenance,,BPA Request,None,TRI,118677
1608,11/16/1999 09:48,11/17/1999 14:06,Eagle Lake: S Col Basin Ir Dt 13.8kV Feeder 1,13.8,1698,Plan,Maintenance,,BPA Request,None,TRI,118678
1609,11/16/1999 14:24,11/18/1999 13:48,Schrag: Big Bend Coop 24.9kV Feeder 1 by Grant Co PUD,24.9,2844,Plan,Foreign Request,,Customer Request,None,TRI,118679
1610,11/17/1999 07:39,11/17/1999 10:38,Oregon City: Portland Gen Elec 57kV Feeder 2,57.0,179,Plan,Foreign Request,,Customer Request,None,SAL,118689
1611,11/17/1999 07:57,11/17/1999 18:24,Pennwalt: ATOFINA Chemicals 11.5kV Feeder 6,11.5,627,Plan,Maintenance,,BPA Request,None,LGV,118690
1612,11/17/1999 09:02,11/17/1999 14:30,Salem: Salem Elec 115kV Feeder 1,115.0,328,Plan,Maintenance,,BPA Request,None,SAL,118691
1613,11/17/1999 14:06,11/18/1999 11:30,Eagle Lake: Big Bend Coop 13.8kV Feeder 1,13.8,1284,Plan,Foreign Request,,Customer Request,None,TRI,118692
1614,11/17/1999 14:06,11/22/1999 15:07,Eagle Lake: S Col Basin Ir Dt 13.8kV Feeder 1,13.8,7261,Plan,Foreign Request,,Other Customer Request,None,TRI,118693
1615,11/17/1999 18:24,11/18/1999 17:12,Pennwalt: ATOFINA Chemicals 11.5kV Feeder 6,11.5,1368,Plan,Foreign Request,,Customer Request,None,LGV,118694
