,Out Datetime,In Datetime,Name,Voltage(kV),Duration(minutes),OutageType,Dispatcher Cause,Field Cause,System In Control,MW Intrpt,District,OutageID
0,01/14/1993 12:40, ,Valhalla: Alcoa 13.8kV Feeder 3,13.8,still out,Plan,Normally Out,,Customer Request,None,WEN,27317
1,04/15/1993 13:55, ,Valhalla: Alcoa 13.8kV Feeder 4,13.8,still out,Plan,Normally Out,,Customer Request,Unknown,WEN,122340
2,06/10/1993 12:34, ,Mackay: Salmon River Coop 69kV Feeder 1,69.0,still out,Plan,Normally Out,,Customer Request,None,IDF,123844
3,12/18/1996 10:18,10/04/1999 08:14,The Dalles: Northrn Wasco PUD 12.5kV Feeder 1,12.5,1468616,Plan,Normally Out,,Customer Request,None,TDA,51557
4,08/24/1997 14:24,12/14/1999 08:17,Valhalla: Alcoa 13.8kV Feeder 5,13.8,1212173,Plan,Normally Out,,Customer Request,None,WEN,56230
5,10/09/1997 16:20,10/29/1999 09:00,Norway: PacifiCorp (PACW) 115kV Feeder 1,115.0,1079560,Plan,Normally Out,,Customer Request,None,EUG,57117
6,11/10/1997 13:21, ,Arco: Lost River Elec 69kV Feeder 1 by PacifiCorp (PACE),69.0,still out,Plan,Normally Out,,Transferor Request,None,IDF,57578
7,12/12/1997 15:13, ,Monmouth: PacifiCorp (PACW) 115kV Feeder 1,115.0,still out,Plan,Normally Out,,Customer Request,Unknown,SAL,58044
8,02/04/1998 10:34,01/08/1999 10:09,Harvey: Golden NW Alum 13.8kV Feeder 2,13.8,486695,Plan,Foreign Request,,Customer Request,None,TDA,107629
9,02/06/1998 14:05, ,St. Johns: Portland Gen Elec 11.5kV Feeder 3,11.5,still out,Plan,Normally Out,,Customer Request,None,LGV,107653
10,03/16/1998 15:42,12/28/1999 08:38,Martindale: Franklin Co PUD 115kV Feeder 1,115.0,938456,Plan,Normally Out,,BPA Request,None,TRI,108147
11,07/30/1998 06:46, ,Foster Creek NVEC: Okanogan Co PUD 115kV Feeder 1,115.0,still out,Plan,Normally Out,,BPA Request,3,WEN,111371
12,08/11/1998 09:01,08/02/1999 14:18,Conkelley: Col Falls Alum Co 13.8kV Feeder 4,13.8,512957,Plan,Foreign Request,,Customer Request,None,KAL,111561
13,10/02/1998 16:08,01/29/1999 09:14,Tacoma: Kaiser Alum 13.8kV Feeder 1,13.8,171006,Plan,Foreign Request,,Customer Request,None,COV,112471
14,10/16/1998 18:10,01/31/1999 04:24,Bonners Ferry: Northern Lights 115kV Feeder 1 to Smith Falls,115.0,153314,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SPK,112725
15,11/21/1998 10:42,02/07/1999 16:47,Drain: Douglas Elec Coop 69kV Feeder 1 to Oakland,69.0,112685,Plan,Normally Out,,BPA Request,None,EUG,113297
16,12/07/1998 06:43,01/11/1999 13:30,Roe's Corner: Rupert ID 12.5kV Feeder 1,12.5,50807,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,IDF,113622
17,12/17/1998 16:27,07/26/1999 07:14,Western Kraft: PacifiCorp (PACW) 115kV Feeder 1,115.0,317627,Plan,Normally Out,,BPA Request,None,SAL,116157
18,12/30/1998 10:04,02/08/1999 11:17,Scooteney: Big Bend Coop 34.5kV Feeder 2,34.5,57673,Plan,Maintenance,,BPA Request,None,TRI,113897
19,01/02/1999 07:09,01/02/1999 07:09,Clarkston: Asotin County PUD 34.5kV Feeder 1 by Clearwater P Co,34.5,0,Auto,Unknown,,Unknown Trouble,Unknown,SPK,113913
20,01/02/1999 07:09,01/02/1999 07:09,Clarkston: Clearwater P Co 34.5kV Feeder 1,34.5,0,Auto,Unknown,,Unknown Trouble,Unknown,SPK,113914
21,01/02/1999 07:09,01/02/1999 07:09,Mayview: Inland P+L 13.2kV Feeder 1,13.2,0,Auto,Unknown,Unknown,Unknown Trouble,Unknown,TRI,113915
22,01/02/1999 07:09,01/02/1999 07:09,Pomeroy: Inland P+L 69kV Feeder 1,69.0,0,Auto,Unknown,Unknown,Unknown Trouble,Unknown,SPK,113916
23,01/02/1999 07:09,01/02/1999 07:09,Pomeroy: Inland P+L 13.8kV Feeder 1,13.8,0,Auto,Unknown,,Unknown Trouble,Unknown,SPK,113917
24,01/04/1999 10:01,01/04/1999 10:05,Boyer Switching Station: PacifiCorp (PACW) 115kV Feeder 2,115.0,4,Plan,Switching,,BPA Request,None,SAL,113919
25,01/04/1999 15:31,01/04/1999 15:34,Boyer Switching Station: PacifiCorp (PACW) 115kV Feeder 2,115.0,3,Plan,Switching,,BPA Request,None,SAL,113920
26,01/05/1999 09:25,01/05/1999 09:29,Boyer Switching Station: PacifiCorp (PACW) 115kV Feeder 2,115.0,4,Plan,Switching,,BPA Request,None,SAL,113928
27,01/05/1999 09:51,01/05/1999 09:55,Dixon: Mission Vly Power 69kV Feeder 1,69.0,4,Auto,Tree cut,Tree growth,BPA Trouble,Unknown,KAL,113929
28,01/05/1999 15:10,01/05/1999 15:15,Boyer Switching Station: PacifiCorp (PACW) 115kV Feeder 2,115.0,5,Plan,Switching,,BPA Request,None,SAL,113930
29,01/07/1999 08:38,01/07/1999 16:04,Sno-King: Snohomish Co PUD 115kV Feeder 2,115.0,446,Plan,Maintenance,,BPA Request,3,SNO,113951
30,01/07/1999 11:26,01/07/1999 11:33,Sifton: Clark Public Util 115kV Feeder 1,115.0,7,Plan,Foreign Request,,Customer Request,None,LGV,113952
31,01/08/1999 09:16,01/08/1999 11:46,Alcoa: Clark Public Util 115kV Feeder 1,115.0,150,Plan,Foreign Request,,Customer Request,None,LGV,113959
32,01/08/1999 10:03,01/08/1999 10:10,Harvey: Golden NW Alum 13.8kV Feeder 3,13.8,7,Plan,Foreign Request,,Customer Request,73,TDA,113960
33,01/09/1999 05:52,01/09/1999 05:53,Madison: Fall River E Coop 46kV Feeder 1,46.0,1,Auto,Unknown,Ice,BPA Trouble,8,IDF,113969
34,01/09/1999 09:40,01/09/1999 09:41,Madison: Fall River E Coop 46kV Feeder 1,46.0,1,Auto,Unknown,Ice,BPA Trouble,8,IDF,113970
35,01/10/1999 08:03,01/10/1999 11:52,Gardiner: Central Linc PUD 13.8kV Feeder 1,13.8,229,Plan,Maintenance,,BPA Request,Unknown,EUG,113976
36,01/10/1999 08:03,01/10/1999 11:52,Gardiner: Douglas Elec Coop 13.8kV Feeder 1,13.8,229,Plan,Maintenance,,BPA Request,Unknown,EUG,113977
37,01/10/1999 08:03,01/10/1999 11:52,Gardiner: Douglas Elec Coop 13.8kV Feeder 2,13.8,229,Plan,Maintenance,,BPA Request,Unknown,EUG,113978
38,01/10/1999 17:04,01/10/1999 18:17,Laclede: Northern Lights 13.8kV Feeder 1,13.8,73,Plan,Maintenance,,BPA Request,Unknown,SPK,113979
39,01/11/1999 08:06,01/11/1999 08:27,Raft: Raft River Elec 24.9kV Feeder 1 by Idaho Power Co,24.9,21,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,IDF,113982
40,01/11/1999 08:06,01/11/1999 08:27,Raft: Idaho Power Co 138kV Feeder 1,138.0,21,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,IDF,113983
41,01/12/1999 11:20,01/12/1999 14:35,Fishers Road: Clark Public Util 12.5kV Feeder 1,12.5,195,Plan,Maintenance,,BPA Request,None,LGV,113988
42,01/13/1999 08:51,01/13/1999 14:05,Bridge: Raft River Elec 34.5kV Feeder 1,34.5,314,Plan,Maintenance,,BPA Request,None,IDF,113996
43,01/13/1999 08:54,01/13/1999 08:54,Geisel Monument: Coos-Curry Coop 12.5kV Feeder 1,12.5,0,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,EUG,113997
44,01/13/1999 08:54,01/13/1999 08:54,Langlois: Bandon OR 12.5kV Feeder 1,12.5,0,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,EUG,113998
45,01/13/1999 08:54,01/13/1999 08:54,Langlois: Coos-Curry Coop 12.5kV Feeder 1,12.5,0,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,EUG,113999
46,01/13/1999 08:54,01/13/1999 08:54,Port Orford: Coos-Curry Coop 12.5kV Feeder 1,12.5,0,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,EUG,114000
47,01/13/1999 08:54,01/13/1999 08:54,Two Mile Road: Bandon OR 12.5kV Feeder 1,12.5,0,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,EUG,114001
48,01/13/1999 08:54,01/13/1999 08:54,Gold Beach: Coos-Curry Coop 115kV Feeder 1,115.0,0,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,EUG,114002
49,01/13/1999 08:54,01/13/1999 08:54,Gold Beach: Coos-Curry Coop 115kV Feeder 2,115.0,0,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,EUG,114003
50,01/13/1999 08:54,01/13/1999 08:54,Gold Beach: Coos-Curry Coop 115kV Feeder 3,115.0,0,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,EUG,114004
51,01/13/1999 09:18,01/13/1999 10:44,Langlois: Bandon OR 12.5kV Feeder 1,12.5,86,Plan,Emergency,,BPA Request,Unknown,EUG,114005
52,01/13/1999 09:18,01/13/1999 10:44,Langlois: Coos-Curry Coop 12.5kV Feeder 1,12.5,86,Plan,Emergency,,BPA Request,Unknown,EUG,114006
53,01/13/1999 09:18,01/13/1999 10:05,Port Orford: Coos-Curry Coop 12.5kV Feeder 1,12.5,47,Plan,Emergency,,BPA Request,Unknown,EUG,114007
54,01/13/1999 09:18,01/13/1999 14:03,Two Mile Road: Bandon OR 12.5kV Feeder 1,12.5,285,Plan,Emergency,,BPA Request,Unknown,EUG,114008
55,01/13/1999 11:31,01/13/1999 11:31,The Dalles: USBR The Dalles 12.5kV Feeder 1,12.5,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,TDA,114009
56,01/14/1999 00:01,01/14/1999 15:27,Sappho: Clallam Co PUD 69kV Feeder 1,69.0,926,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,6,OLY,114010
57,01/14/1999 11:12,01/14/1999 12:16,White Swan: Benton REA 12.5kV Feeder 1 by PacifiCorp (PACW),12.5,64,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,TRI,114022
58,01/14/1999 12:55,01/14/1999 13:10,Mohler: Tillamook PUD 24.9kV Feeder 1 by PacifiCorp (PACW),24.9,15,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SAL,114023
59,01/15/1999 03:47,01/15/1999 05:35,Ovando: Missoula E Coop 69kV Feeder 1 by NorthWestern Ener,69.0,108,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,KAL,114024
60,01/15/1999 03:57,01/15/1999 03:57,Madison: Fall River E Coop 46kV Feeder 1,46.0,0,Auto,Unknown,Ice,BPA Trouble,6,IDF,114025
61,01/15/1999 08:00,01/21/1999 10:01,Grandview: USBR Yakima 34.5kV Feeder 1,34.5,8761,Plan,Foreign Request,,Customer Request,None,TRI,114101
62,01/15/1999 10:07,01/15/1999 10:25,Sappho: Clallam Co PUD 69kV Feeder 2,69.0,18,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,18,OLY,114026
63,01/15/1999 10:30,01/15/1999 10:42,Scooteney: S Col Basin Ir Dt 34.5kV Feeder 1,34.5,12,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,TRI,114027
64,01/15/1999 21:30,01/15/1999 23:30,Athol: Northern Lights 13.8kV Feeder 1 by Avista Corp,13.8,120,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,4,SPK,114028
65,01/15/1999 22:57,01/16/1999 00:48,Oakridge: Lane Elec Coop 12.5kV Feeder 1,12.5,111,Auto,Tree blown,Tree blown,BPA Trouble,8,EUG,114029
66,01/16/1999 11:08,01/16/1999 11:08,Madison: Fall River E Coop 46kV Feeder 1,46.0,0,Auto,Ice,Ice,BPA Trouble,7,IDF,114039
67,01/16/1999 11:15,01/16/1999 11:15,Madison: Fall River E Coop 46kV Feeder 1,46.0,0,Auto,Ice,Ice,BPA Trouble,7,IDF,114040
68,01/16/1999 11:36,01/16/1999 11:36,Madison: Fall River E Coop 46kV Feeder 1,46.0,0,Auto,Ice,Ice,BPA Trouble,7,IDF,114041
69,01/16/1999 11:37,01/16/1999 20:58,Madison: Fall River E Coop 46kV Feeder 1,46.0,561,Auto,Ice,Ice,BPA Trouble,7,IDF,114042
70,01/17/1999 08:43,01/17/1999 09:41,Ocean Park: Pacific Co PUD 115kV Feeder 1,115.0,58,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,13,LGV,114048
71,01/17/1999 10:52,01/17/1999 17:25,Madison: Fall River E Coop 46kV Feeder 1,46.0,393,Plan,Maintenance,,BPA Request,None,IDF,114049
72,01/17/1999 13:35,01/17/1999 14:17,Echo Lake: Personal Comm Sys 14.4kV Feeder 1 by Puget Sound Energ,14.4,42,Auto,Foreign Trouble,,Other Customer Trouble,Unknown,COV,114050
73,01/18/1999 00:41,01/18/1999 00:41,Moyie: Bonners Ferry ID 115kV Feeder 1,115.0,0,Auto,Weather,Unknown,BPA Trouble,Unknown,SPK,114051
74,01/18/1999 00:41,01/18/1999 00:41,North Bench: Bonners Ferry ID 13.8kV Feeder 1,13.8,0,Auto,Weather,Unknown,BPA Trouble,Unknown,SPK,114052
75,01/18/1999 00:41,01/18/1999 00:41,North Bench: Northern Lights 13.8kV Feeder 1,13.8,0,Auto,Weather,Unknown,BPA Trouble,Unknown,SPK,114053
76,01/18/1999 00:41,01/18/1999 00:41,Troy: City of Troy 13.8kV Feeder 1,13.8,0,Auto,Weather,Weather,BPA Trouble,Unknown,KAL,114054
77,01/18/1999 00:41,01/18/1999 00:41,Troy: Northern Lights 115kV Feeder 1 to Asarco,115.0,0,Auto,Weather,Weather,BPA Trouble,Unknown,KAL,114055
78,01/18/1999 00:41,01/18/1999 00:41,Troy: Northern Lights 13.8kV Feeder 1,13.8,0,Auto,Weather,Weather,BPA Trouble,Unknown,KAL,114056
79,01/18/1999 00:41,01/18/1999 00:41,Troy: Northern Lights 13.8kV Feeder 2,13.8,0,Auto,Weather,Weather,BPA Trouble,Unknown,KAL,114057
80,01/18/1999 00:41,01/18/1999 00:41,Yaak: Northern Lights 12.5kV Feeder 1,12.5,0,Auto,Weather,Weather,BPA Trouble,Unknown,KAL,114058
81,01/18/1999 06:07,01/18/1999 06:07,Adair: Consumers Power 69kV Feeder 1,69.0,0,Auto,Unknown,Unknown,Unknown Trouble,Unknown,SAL,114065
82,01/18/1999 06:07,01/18/1999 06:07,Monmouth: Consumers Power 12.5kV Feeder 1,12.5,0,Auto,Unknown,Unknown,Unknown Trouble,Unknown,SAL,114066
83,01/18/1999 06:07,01/18/1999 06:07,Monmouth: Monmouth OR 12.5kV Feeder 1,12.5,0,Auto,Unknown,Unknown,Unknown Trouble,Unknown,SAL,114067
84,01/18/1999 06:07,01/18/1999 06:07,Monmouth: Monmouth OR 12.5kV Feeder 2,12.5,0,Auto,Unknown,Unknown,Unknown Trouble,Unknown,SAL,114068
85,01/18/1999 12:34,01/18/1999 12:34,Madison: Fall River E Coop 46kV Feeder 1,46.0,0,Auto,Unknown,Ice,BPA Trouble,6,IDF,114069
86,01/19/1999 08:29,01/19/1999 16:26,Oregon City: Portland Gen Elec 57kV Feeder 2,57.0,477,Plan,Maintenance,,BPA Request,12,SAL,114075
87,01/19/1999 08:54,01/21/1999 15:31,Ralston: Big Bend Coop 24.9kV Feeder 1 by Avista Corp,24.9,3277,Plan,Construction,,BPA Request,None,TRI,114076
88,01/20/1999 08:31,01/20/1999 08:54,St. Johns: Portland Gen Elec 57kV Feeder 1,57.0,23,Plan,Foreign Request,,Customer Request,36,LGV,114086
89,01/20/1999 08:31,01/20/1999 14:49,Oregon City: Portland Gen Elec 57kV Feeder 2,57.0,378,Plan,Maintenance,,BPA Request,None,SAL,114087
90,01/20/1999 08:38,01/20/1999 11:53,Minidoka: Minidoka ID 2.4kV Feeder 1 by Idaho Power Co,2.4,195,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,IDF,114088
91,01/20/1999 09:17,01/20/1999 09:17,Hay Mill: United Elec Coop 12.5kV Feeder 1,12.5,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,IDF,114089
92,01/20/1999 10:09,01/20/1999 10:45,St. Johns: Portland Gen Elec 57kV Feeder 1,57.0,36,Plan,Foreign Request,,Customer Request,36,LGV,114090
93,01/22/1999 12:49,01/22/1999 14:20,The Dalles: USBR The Dalles 12.5kV Feeder 1,12.5,91,Auto,Unknown,Unknown,Unknown Trouble,Unknown,TDA,114109
94,01/23/1999 04:05,01/23/1999 04:05,Hampton: Central Elec Coop 24.9kV Feeder 1,24.9,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,RED,114113
95,01/23/1999 04:05,01/23/1999 04:05,Riley: Harney Elec Coop 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,RED,114114
96,01/23/1999 07:31,01/23/1999 08:34,Cedarville Junction: Surprise Valley 69kV Feeder 1 by PacifiCorp (PACW),69.0,63,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,RED,114115
97,01/24/1999 07:31,01/24/1999 07:34,Fern Hill: PacifiCorp (PACW) 115kV Feeder 1,115.0,3,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,LGV,114121
98,01/24/1999 07:31,01/24/1999 09:49,Cathlamet: Wahkiakum Co PUD 12.5kV Feeder 1,12.5,138,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,LGV,114122
99,01/24/1999 07:31,01/24/1999 09:15,Clatskanie: Clatskanie PUD 12.5kV Feeder 1,12.5,104,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,LGV,114123
100,01/24/1999 07:31,01/24/1999 09:15,Clatskanie: Clatskanie PUD 12.5kV Feeder 2,12.5,104,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,LGV,114124
101,01/24/1999 07:31,01/24/1999 09:15,Clatskanie: Clatskanie PUD 12.5kV Feeder 3,12.5,104,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,LGV,114125
102,01/24/1999 07:31,01/24/1999 09:15,Delena: Clatskanie PUD 115kV Feeder 1,115.0,104,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,LGV,114126
103,01/24/1999 07:31,01/24/1999 08:31,Grays River: Wahkiakum Co PUD 12.5kV Feeder 1,12.5,60,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,LGV,114127
104,01/24/1999 07:31,01/24/1999 09:15,Mist: West Oregon Elec 115kV Feeder 1,115.0,104,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,LGV,114128
105,01/24/1999 07:31,01/24/1999 07:34,Knappa Svensen: PacifiCorp (PACW) 115kV Feeder 1,115.0,3,Auto,Line Material Failure,Line Material Failure,BPA Trouble,Unknown,LGV,114129
106,01/25/1999 06:18,02/19/1999 12:00,Roe's Corner: Rupert ID 12.5kV Feeder 1,12.5,36342,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,IDF,114214
107,01/26/1999 06:45,01/26/1999 20:27,St. Johns: Portland Gen Elec 57kV Feeder 1,57.0,822,Plan,Maintenance,,BPA Request,None,LGV,114144
108,01/26/1999 08:16,01/26/1999 11:26,Happy Valley: Clallam Co PUD 69kV Feeder 1,69.0,190,Plan,Foreign Request,,Customer Request,None,OLY,114135
109,01/26/1999 09:47,01/26/1999 12:50,Two Mile Road: Bandon OR 12.5kV Feeder 1,12.5,183,Plan,Testing,,BPA Request,None,EUG,114145
110,01/26/1999 11:27,01/26/1999 13:15,Port Angeles: Clallam Co PUD 69kV Feeder 1 to Eastern,69.0,108,Plan,Foreign Request,,Customer Request,None,OLY,114136
111,01/26/1999 14:15,01/26/1999 16:09,Happy Valley: Clallam Co PUD 69kV Feeder 1,69.0,114,Plan,Foreign Request,,Customer Request,None,OLY,114137
112,01/27/1999 09:07,01/27/1999 13:46,Lexington: Cowlitz Co PUD 115kV Feeder 4,115.0,279,Plan,Foreign Request,,Customer Request,None,LGV,114146
113,01/27/1999 13:03,01/27/1999 15:58,Port Orford: Coos-Curry Coop 12.5kV Feeder 1,12.5,175,Plan,Maintenance,,BPA Request,Unknown,EUG,114161
114,01/28/1999 04:07,01/28/1999 05:18,North Bench: Bonners Ferry ID 13.8kV Feeder 1,13.8,71,Plan,Foreign Request,,Customer Request,Unknown,SPK,114162
115,01/28/1999 04:07,01/28/1999 05:18,North Bench: Northern Lights 13.8kV Feeder 1,13.8,71,Plan,Foreign Request,,Customer Request,Unknown,SPK,114163
116,01/28/1999 04:27,01/28/1999 04:27,Moyie: Bonners Ferry ID 115kV Feeder 1,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SPK,114164
117,01/28/1999 04:27,01/28/1999 04:27,Troy: City of Troy 13.8kV Feeder 1,13.8,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,KAL,114165
118,01/28/1999 04:27,01/28/1999 04:27,Troy: Northern Lights 115kV Feeder 1 to Asarco,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,KAL,114166
119,01/28/1999 04:27,01/28/1999 04:27,Troy: Northern Lights 13.8kV Feeder 1,13.8,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,KAL,114167
120,01/28/1999 04:27,01/28/1999 04:27,Troy: Northern Lights 13.8kV Feeder 2,13.8,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,KAL,114168
121,01/28/1999 04:27,01/28/1999 04:27,Yaak: Northern Lights 12.5kV Feeder 1,12.5,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,KAL,114169
122,01/28/1999 19:00,01/30/1999 08:22,Sappho: Clallam Co PUD 69kV Feeder 1,69.0,2242,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,10,OLY,114154
123,01/29/1999 07:25,01/29/1999 07:25,Echo Lake: Personal Comm Sys 14.4kV Feeder 1 by Puget Sound Energ,14.4,0,Auto,Foreign Trouble,,Other Customer Trouble,Unknown,COV,114170
124,01/29/1999 07:34,01/29/1999 08:14,Sappho: Clallam Co PUD 69kV Feeder 2,69.0,40,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,6,OLY,114171
125,01/29/1999 07:38,01/29/1999 07:38,Echo Lake: Personal Comm Sys 14.4kV Feeder 1 by Puget Sound Energ,14.4,0,Auto,Foreign Trouble,,Other Customer Trouble,Unknown,COV,114172
126,01/29/1999 07:55,01/29/1999 09:52,Sno-King: Snohomish Co PUD 115kV Feeder 5,115.0,117,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,10,SNO,114173
127,01/29/1999 08:10,01/29/1999 08:10,Tarbell: Columbia Rivr PUD 115kV Feeder 1,115.0,0,Auto,Weather,,BPA Trouble,Unknown,LGV,114174
128,01/29/1999 08:10,01/29/1999 08:10,Warren: West Oregon Elec 34.5kV Feeder 1,34.5,0,Auto,Weather,,BPA Trouble,Unknown,LGV,114175
129,01/29/1999 08:10,01/29/1999 08:10,Dutch Canyon: Columbia Rivr PUD 115kV Feeder 1,115.0,0,Auto,Weather,,BPA Trouble,Unknown,LGV,114176
130,01/29/1999 08:30,01/29/1999 08:30,Port Townsend: Port Townsnd Corp 69kV Feeder 1 by Clallam Co PUD,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,12,OLY,114177
131,01/29/1999 08:30,01/29/1999 08:30,Fairmount: Clallam Co PUD 69kV Feeder 1,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,12,OLY,114178
132,01/29/1999 10:18,01/29/1999 13:01,Sappho: Clallam Co PUD 69kV Feeder 2,69.0,163,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,14,OLY,114179
133,01/29/1999 11:50,01/29/1999 15:40,Warner: PacifiCorp (PACW) 115kV Feeder 1,115.0,230,Plan,Maintenance,,BPA Request,None,RED,114180
134,01/31/1999 01:33,01/31/1999 04:02,North Bench: Northern Lights 13.8kV Feeder 1,13.8,149,Plan,Foreign Request,,Customer Request,None,SPK,114206
135,01/31/1999 01:33,01/31/1999 04:02,North Bench: Bonners Ferry ID 13.8kV Feeder 1,13.8,149,Plan,Foreign Request,,Customer Request,None,SPK,114207
136,01/31/1999 03:04,01/31/1999 03:53,Moyie: Bonners Ferry ID 115kV Feeder 1,115.0,49,Plan,Foreign Request,,Customer Request,None,SPK,114208
137,02/01/1999 22:36,02/01/1999 22:36,Sappho: Clallam Co PUD 69kV Feeder 1,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,OLY,114556
138,02/02/1999 10:24,02/02/1999 22:00,Echo Lake: Personal Comm Sys 14.4kV Feeder 1 by Puget Sound Energ,14.4,696,Auto,Foreign Trouble,,Other Customer Trouble,Unknown,COV,114222
139,02/02/1999 11:31,02/02/1999 11:31,Lopez Island: Orcas P+L 69kV Feeder 4 by Puget Sound Energ,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SNO,114223
140,02/02/1999 13:19,02/04/1999 13:52,Chambers: Inland P+L 13.8kV Feeder 1 by Avista Corp,13.8,2913,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SPK,114224
141,02/02/1999 13:56,02/02/1999 13:56,De Moss: Wasco Elec Coop 69kV Feeder 1 to Klondike,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,1,TDA,114423
142,02/02/1999 15:36,02/03/1999 05:43,Madison: Fall River E Coop 46kV Feeder 1,46.0,847,Auto,Line Material Failure,Ice,BPA Trouble,Unknown,IDF,114225
143,02/02/1999 17:00,02/02/1999 17:00,Tygh Valley WEC: Wasco Elec Coop 12.5kV Feeder 1,12.5,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,1,TDA,114339
144,02/03/1999 08:37,02/03/1999 11:35,Alcoa: Clark Public Util 115kV Feeder 1,115.0,178,Plan,Maintenance,,BPA Request,Unknown,LGV,114238
145,02/03/1999 08:47,02/03/1999 14:09,H2F: Benton Co PUD 115kV Feeder 1,115.0,322,Plan,Foreign Request,,Customer Request,None,TRI,114239
146,02/03/1999 20:35,02/03/1999 20:37,Madison: Fall River E Coop 46kV Feeder 1,46.0,2,Auto,Unknown,Ice,BPA Trouble,7,IDF,114240
147,02/03/1999 20:46,02/03/1999 20:47,Madison: Fall River E Coop 46kV Feeder 1,46.0,1,Auto,Unknown,Ice,BPA Trouble,7,IDF,114241
148,02/03/1999 20:48,02/03/1999 20:58,Madison: Fall River E Coop 46kV Feeder 1,46.0,10,Auto,Unknown,Ice,BPA Trouble,7,IDF,114242
149,02/03/1999 21:13,02/04/1999 05:30,Madison: Fall River E Coop 46kV Feeder 1,46.0,497,Auto,"Machinery, Farming",Ice,BPA Trouble,7,IDF,114243
150,02/04/1999 08:15,02/04/1999 12:40,Jim Creek: US Navy 115kV Feeder A by Snohomish Co PUD,115.0,265,Plan,Maintenance,,BPA Request,None,SNO,114256
151,02/04/1999 08:15,02/04/1999 12:40,Jim Creek: US Navy 115kV Feeder B by Snohomish Co PUD,115.0,265,Plan,Maintenance,,BPA Request,None,SNO,114257
152,02/04/1999 08:15,02/04/1999 12:40,Jim Creek: US Navy 115kV Feeder C by Snohomish Co PUD,115.0,265,Plan,Maintenance,,BPA Request,None,SNO,114258
153,02/04/1999 08:56,02/08/1999 11:28,Scooteney: S Col Basin Ir Dt 34.5kV Feeder 1,34.5,5912,Plan,Maintenance,,BPA Request,None,TRI,114259
